Time,ATP,NAD,NADH,PEP,G6P,ADP,Pint,F6P,FBP,G3P,BPG,PYR,AcetCoA,Acetoin,Mannitol,Mannitol1Phosphate,CoA,Pext,Lactate,Ethanol,Acetate,Butanediol,Glucose,Acetoin_Ext,Mannitol_Ext,Formate,compartment_1,compartment_2,re12,re13,re14,re15,re16,re17,re18,re20,re21,re22,re23,re24,re25,re26,re27,re28,re29,re30,re31,re32,re33
78.0,5.689821587470161,0.0955243175082064,0.0955243175082064,4.54823163163666,0.38755288546602784,19.582194032155705,2.7436694177095364,0.14156816037095413,38.57248532012083,1.4429414627145256,0.06270282532894067,0.0007794642508644222,1.6536042273577818e-08,1.7252148683893934e-07,0.00041324546698807225,0.7729970827789843,0.9999999834639595,46.40285912972125,16.99670127214037,2.010689013489707e-09,1.3899669190936268e-05,5.74232201943769e-07,70.29197158417959,9.377206309683365e-05,0.00021511014471947847,1.3902457073936639e-05,0.047,1.0,0.09966080463881653,0.10706745805984497,0.04030725897096661,0.09972757302069692,0.10112254283729806,0.09438286267641591,0.18865821552624062,0.18866448683168094,0.059665959300925345,0.18881408222540697,7.251868180583601e-08,6.184100066781904e-13,7.252518764464808e-08,1.4615064450712773e-07,3.6702090891228015e-10,-0.0001982614684022667,0.0294859472705648,0.029487389021544606,1.459113609908625e-07,0.029486034971396232,0.0011743997488455424
85.8,5.665843857591208,0.10218936278348241,0.10218936278348241,4.527622738758351,0.37720503996777455,19.606171762034652,2.7752770142009617,0.1381034569594858,39.460132289459075,1.4599789766061324,0.061797497263987325,0.0007377559158658947,1.5502099176976914e-08,1.5452578929458304e-07,0.0004007008981024574,0.7450382450836581,0.9999999844979025,46.09489692719324,18.454770679307046,2.015702035734642e-09,1.4447111479750648e-05,5.770239533428717e-07,69.5232951811521,9.48474349283606e-05,0.00020607853961407798,1.4449855780447713e-05,0.047,1.0,0.09748284592479599,0.10664918499326682,0.03869731690052919,0.09754096413293771,0.09888909401300039,0.09257234773389635,0.18504690292433168,0.18505154663199097,0.059061120052194195,0.18515188731765125,6.80455369063996e-08,6.663397813963333e-13,6.805030537550123e-08,1.3094924797881398e-07,3.497927249835341e-10,-0.0001428353641144233,0.02860691768625414,0.028607956221081872,1.3069134409697153e-07,0.02860698143552456,0.001185802112635264
93.6,5.648740806428654,0.10810001554149067,0.10810001554149067,4.51435557966723,0.36820889035363485,19.62327481319721,2.8043235738101844,0.13507990688497915,40.275410600780674,1.4754357330608163,0.06113379588356796,0.0007062317418668338,1.4714845251235422e-08,1.4157800010292017e-07,0.00039178147652437135,0.7253618535567624,0.9999999852851564,45.79860660163701,19.886548104532785,2.0210734133701783e-09,1.4963975890308487e-05,5.797019344635997e-07,68.77054852708146,9.582175582687379e-05,0.00019972232094652627,1.4966688561448675e-05,0.047,1.0,0.09557145493431443,0.10634851360146583,0.037309319526121695,0.09562192104965982,0.09693262642307031,0.09104213863805628,0.18199586989401784,0.18199921897064641,0.05850690771018819,0.18206022851393405,6.463154142568158e-08,7.102567124094282e-13,6.463496850095001e-08,1.2001193030794077e-07,3.376185561824726e-10,-9.774872902323494e-05,0.027981313389166904,0.027982026695149927,1.1974063865231143e-07,0.027981356259078865,0.0011959727554103048
101.39999999999999,5.637500062500275,0.11326968303506242,0.11326968303506242,4.506793680345809,0.3604048585915541,19.634515557125585,2.830798321115023,0.13244853083903124,41.018685139081526,1.4893712717420593,0.060665811112210866,0.0006824736854888406,1.4114824197924847e-08,1.3219157350147618e-07,0.0003858108812881875,0.7122836413310926,0.9999999858851774,45.512373576249054,21.296193114451537,2.0267713248340978e-09,1.5457486633174137e-05,5.823007156920909e-07,68.03176240586025,9.672309527517471e-05,0.000195481232508058,1.546017680123628e-05,0.047,1.0,0.09389866581642778,0.10614984431882737,0.03611380104401588,0.09394240194026607,0.09522478305826629,0.08975507140876908,0.17943067455638176,0.1794329971066441,0.0580030574446631,0.17946409980884495,6.202250824031495e-08,7.500679447981772e-13,6.202489753819182e-08,1.1208338027936326e-07,3.2930566288323793e-10,-6.260891846885011e-05,0.027562261525634197,0.027562722033331225,1.1180198533363071e-07,0.02756228811444277,0.0012050085742679548
109.2,5.631003689617554,0.11774323005232645,0.11774323005232645,4.503461450315351,0.35364592304276626,19.641011930008304,2.854716804742968,0.1301632499600547,41.691760384333,1.5018653304629537,0.06035096823350013,0.0006646615339161114,1.3657757723719162e-08,1.2536388925842219e-07,0.0003821269776290424,0.7042511463411385,0.999999986342244,45.23480243759648,22.68728295527934,2.0327640703345185e-09,1.5933150107327462e-05,5.848467045517686e-07,67.30517978523959,9.75714250996437e-05,0.00019284953265596332,1.5935824786010796e-05,0.047,1.0,0.09243802877512229,0.10603464384615587,0.03508405068926357,0.09247588282008061,0.09373799078475605,0.0886751940302999,0.1772792484439576,0.17728075595339718,0.05754882921461022,0.17729037513301193,6.002906460545848e-08,7.858885594891763e-13,6.003066747316665e-08,1.0631634996958547e-07,3.2394818088135e-10,-3.627317307162325e-05,0.027303591575431982,0.027303861172327484,1.0602740932437278e-07,0.027303608592371825,0.0012130187762197675
117.0,5.6281969767118545,0.12158356216381852,0.12158356216381852,4.503118105187572,0.34779773225956373,19.643818642914002,2.8761383127252005,0.1281812296933383,42.29768561359468,1.5130135121235542,0.0601526098259719,0.0006514201174881802,1.3310479199002998e-08,1.2040255677155599e-07,0.00038014118417056483,0.6999330329997153,0.9999999866895224,44.96469454433682,24.06284434628211,2.039021469385639e-09,1.6395189042776263e-05,5.873601512520223e-07,66.58924313418058,9.838119270848602e-05,0.0001913997686896408,1.6397853656768005e-05,0.047,1.0,0.09116479461718698,0.10598478527179253,0.03419626709432513,0.09119753982598768,0.0924460199105755,0.08776950617980057,0.1754756844227737,0.17547660272708845,0.05714271472872354,0.17547119424191376,5.850929248492707e-08,8.179654585382809e-13,5.8510249930850896e-08,1.0212763589871401e-07,3.208478261639894e-10,-1.7255939031804747e-05,0.02716412654408926,0.027164260207741122,1.0183131533114224e-07,0.027164133956119108,0.0012201148131701452
124.8,5.628174547599789,0.12486061057717333,0.12486061057717333,4.504776958148867,0.342739437322662,19.64384107202607,2.8951661867288094,0.12646343062423407,42.84042904558988,1.5229211044904678,0.060040844875475084,0.0006417184303469938,1.3048304652947224e-08,1.1683128520401007e-07,0.00037936617304511547,0.6982500736376467,0.9999999869516967,44.70102634785258,25.425406150660834,2.045515494863371e-09,1.6846863925650132e-05,5.898565112046864e-07,65.88258154670027,9.916304093576369e-05,0.00019078867919297316,1.6849522711463676e-05,0.047,1.0,0.09005618755606347,0.10598438662844004,0.033429610706029476,0.0900845097984041,0.09132458208714124,0.08700924182335512,0.17396230182266237,0.17396277209354263,0.05678244410851051,0.17394831803654887,5.735727725035356e-08,8.466265268310005e-13,5.7357812345918657e-08,9.911196183944002e-08,3.194970466069537e-10,-4.042506444692183e-06,0.027109693137479768,0.027109732016051474,9.881087633599982e-08,0.0271096946581303,0.0012264034907729705
132.6,5.630201417680368,0.12764413123900217,0.12764413123900217,4.507684653517234,0.3383640083757883,19.641814201945486,2.911938076972636,0.1249749211822593,43.32452433768856,1.5316971406337956,0.05999215881315595,0.0006347697126537421,1.2852449833034954e-08,1.1430301915467482e-07,0.0003794173129356148,0.6983612895720063,0.9999999871475518,44.44292501657799,26.77707119451807,2.0522208370009696e-09,1.7290714913297075e-05,5.923477525393469e-07,65.18399271346007,9.992492498756804e-05,0.00019075036001262483,1.7293371199276217e-05,0.047,1.0,0.0890916024557502,0.10602039761290305,0.032766086098119575,0.08911610510608617,0.09035169661602516,0.08636983137506268,0.17268996821301077,0.17269011879137397,0.05646516764803048,0.17266969331876783,5.6492542265067805e-08,8.722090901997683e-13,5.649266422081347e-08,9.697973057570857e-08,3.1948136839934277e-10,4.733547727459891e-06,0.02711329164650029,0.027113266940191415,9.667256733303685e-08,0.02711328923509747,0.001231983235928576
140.4,5.633704666998222,0.12999941482714414,0.12999941482714414,4.511286319570635,0.3345777779241,19.63831095262763,2.926614226197631,0.12368488525292945,43.75477748238958,1.539449793859746,0.05998855995480895,0.000629988976033845,1.2709014212731188e-08,1.125789021114489e-07,0.000380002719839616,0.6996327845843497,0.9999999872909877,44.189647727370385,28.119581664516275,2.0591148788516977e-09,1.7728739130624578e-05,5.948431563168556e-07,64.49242644377868,0.00010067289608670068,0.00019108500132742286,1.773139556917142e-05,0.047,1.0,0.08825264002604755,0.10608257454491073,0.03219031024819915,0.08827384861580209,0.08950780919014176,0.08583076008129856,0.17161767624266158,0.17161759174311014,0.0561876692109811,0.17159458986993015,5.585516049386406e-08,8.950665446712162e-13,5.585501488887288e-08,9.552618056756198e-08,3.2052079071148824e-10,1.0213234559839688e-05,0.027154418572140133,0.02715435391490051,9.521437343307082e-08,0.027154413883766413,0.0012369426425012714
148.2,5.63824982950272,0.1319853355571816,0.1319853355571816,4.515185855863386,0.3312994856512899,19.63376579012314,2.9393663109146098,0.12256641711796172,44.136036324901944,1.546283093533697,0.06001655221225609,0.0006269255819869181,1.2607274533334439e-08,1.1147905663886272e-07,0.0003809074829811817,0.7015992032003547,0.9999999873927272,43.940562401439735,29.45438062750731,2.0661775936473874e-09,1.8162522160162205e-05,5.973499694747145e-07,63.806967653633144,0.00010141163182544573,0.00019164603661758655,1.8165180879658903e-05,0.047,1.0,0.08752303800763031,0.10616312188092776,0.031689218238251875,0.08754140785990669,0.0887757359697441,0.08537506548696286,0.1707115230947658,0.1707112844319433,0.055946566695165775,0.1706877126376208,5.539899179922553e-08,9.155187514153416e-13,5.5398639256529446e-08,9.460053251426824e-08,3.223841080452666e-10,1.3303217232291106e-05,0.027217973988083087,0.02721788663036366,9.428416181047679e-08,0.02721796773707234,0.0012413603109397353
156.0,5.643513789491454,0.13365373600151664,0.13365373600151664,4.519109106887061,0.32845902779356323,19.628501830134397,2.950368488143111,0.12159618367630032,44.473026907730706,1.5522948441484328,0.06006615808849525,0.0006252325818992678,1.2538958470788051e-08,1.1086865041145545e-07,0.00038197745169210275,0.7039267983722151,0.9999999874610435,43.69513083425314,30.782665223068992,2.0733914259068402e-09,1.8593333358339573e-05,5.998739464715758e-07,63.12682022193469,0.00010214478915023063,0.0001923282394420132,1.8595996080813586e-05,0.047,1.0,0.08688852748724757,0.10625623561088617,0.0312517533107735,0.08690445074624503,0.08814049709796326,0.08498880794416425,0.16994367658947496,0.16994333312993287,0.05573847105806177,0.16991953493455259,5.508844825893919e-08,9.33852569112923e-13,5.5087805603004546e-08,9.409089737336769e-08,3.2488855843769017e-10,1.4699789736171365e-05,0.02729312589299138,0.02729302738528708,9.376789692139473e-08,0.027293119072445114,0.0012453054019836874
163.79999999999998,5.649259752467866,0.1350496347008256,0.1350496347008256,4.522872941690288,0.32599612186476495,19.622755867157988,2.9597908891839246,0.12075403385015887,44.77024605375376,1.557575492514846,0.060130088058601976,0.000624652951347886,1.2497964665867691e-08,1.1065719757149424e-07,0.00038310478219851104,0.7063817008554096,0.9999999875020372,43.45289419798263,32.105431177993474,2.0807409251595986e-09,1.9022201582748207e-05,6.024196374763216e-07,62.45129213781784,0.00010287529060304208,0.00019305768870681443,1.9024869728012638e-05,0.047,1.0,0.08633665043257105,0.10635766519583477,0.030868572669624835,0.08635046143204474,0.08758909959484981,0.0846605444319182,0.16929130223118993,0.169290885309288,0.0555601003764702,0.16926870497438362,5.4896903645057085e-08,9.50346899242064e-13,5.4896128980008417e-08,9.391672970949191e-08,3.279298147944162e-10,1.492511831200279e-05,0.027372298055631277,0.0273721970774358,9.358904959515346e-08,0.027372291252332814,0.0012488385099860243
171.6,5.655316872977906,0.13621173407777318,0.13621173407777318,4.526361180479982,0.3238590609876784,19.616698746647945,2.9677952736780395,0.12002261908296193,45.03189306959562,1.562207586386934,0.060203088016947126,0.0006249767508101517,1.2479251308468787e-08,1.1076605232677385e-07,0.0003842163491223092,0.7088048298875158,0.9999999875207507,43.2134613739879,33.42350786901615,2.0882126566909446e-09,1.9449964061592468e-05,6.049907408801376e-07,61.77978303785945,0.00010360547947936621,0.0001937838628053774,1.9452638799060624e-05,0.047,1.0,0.08585657286929861,0.10646435013909218,0.03053178800467421,0.0858685624061244,0.08711031698074084,0.08438089188955994,0.16873566850291222,0.16873521004049163,0.05540835476377946,0.16871493835073273,5.48026565364449e-08,9.652248881311075e-13,5.480174524148365e-08,9.401400530082555e-08,3.3139373653423167e-10,1.436299330217198e-05,0.027450354891272503,0.02745025708778972,9.368110451271821e-08,0.027450348356060347,0.001252012539991685
179.4,5.661562843841328,0.13717322239772092,0.13717322239772092,4.529504900574306,0.32200346619006504,19.610452775784527,2.9745327065449336,0.11938700243198459,45.26184060493399,1.5662658293740699,0.060281395046230195,0.0006260437296645158,1.2478971969017695e-08,1.1113927038096911e-07,0.00038526403099421643,0.7110910114914792,0.9999999875210299,42.97649776786519,34.73759006738073,2.0957948492384964e-09,1.987731148056612e-05,6.075902569213378e-07,61.11177124289718,0.0001043372777180446,0.00019447312911501585,1.9879993787097875e-05,0.047,1.0,0.08543888576183911,0.10657410662898967,0.0302347227260937,0.0854493055601641,0.08669445261395167,0.08414212591871637,0.1682613511921051,0.16826087625064726,0.05528035385386253,0.1682428219422666,5.4788974159394e-08,9.78692585874013e-13,5.478795004518863e-08,9.433490172476946e-08,3.352072045778108e-10,1.3292611024816624e-05,0.027523917812723876,0.027523826751833357,9.399674632181206e-08,0.02752391205316663,0.0012548736385040035
187.2,5.66790924936263,0.1379626695892885,0.1379626695892885,4.532267478237213,0.3203910897907622,19.604106370263224,2.9801425313796153,0.11883427591703402,45.46364002664399,1.569817653804002,0.060362302938808725,0.0006277252400772543,1.249402183493932e-08,1.1173225256592812e-07,0.0003862171383143212,0.7131727920015556,0.9999999875059802,42.741714875778975,36.04826577012824,2.1034771742781854e-09,2.030482155032583e-05,6.10220684737156e-07,60.44680077877141,0.00010507228687514916,0.00019510369083653914,2.0307512246526328e-05,0.047,1.0,0.0850753962314573,0.10668536349585139,0.029971695993332898,0.0850844550246977,0.086333101788529,0.08393779665406699,0.1678555452719387,0.167855060681253,0.05517345150631249,0.16783935123162752,5.484235803036805e-08,9.909292026585898e-13,5.484123723904268e-08,9.484172702919756e-08,3.3931007103808043e-10,1.1916782707972977e-05,0.027590834204042056,0.027590752243388483,9.449825490631916e-08,0.027590829052251416,0.00125746230159296
195.0,5.674295820699854,0.138604349070105,0.138604349070105,4.534636843658157,0.3189891347642628,19.597719798926,2.984751449207853,0.1183533442005906,45.64050413032383,1.572923255042594,0.06044396220368274,0.0006299191677907706,1.2521922956662246e-08,1.1251019247972116e-07,0.00038705857814457173,0.7150122267548727,0.999999987478079,42.50886637893973,37.35602760825813,2.1112506455474397e-09,2.0732974018343493e-05,6.128840932896486e-07,59.78447710158881,0.00010581183770756984,0.00019566303325080917,2.0735673799367986e-05,0.047,1.0,0.08475900825958488,0.10679705575443173,0.029737899282317567,0.08476688823065208,0.08601902377673681,0.08376259937978853,0.16750767057971924,0.16750718452342894,0.0550852502948302,0.1674938377101001,5.495200955081136e-08,1.0020898877814577e-12,5.495080635623354e-08,9.550503704476374e-08,3.4365573974536845e-10,1.037714214812162e-05,0.027649905647921674,0.02764983403803976,9.515619246077236e-08,0.02764990114310175,0.001259813818708964
202.79999999999998,5.680681806863907,0.13911899283711074,0.13911899283711074,4.536616673294123,0.31776938478260125,19.591333812761945,2.9884741176072507,0.11793464214521378,45.795325608347106,1.5756362276597071,0.06052512058932231,0.0006325432871687534,1.2560668640381982e-08,1.1344543037770346e-07,0.0003877803036540214,0.7165911237111483,0.9999999874393333,42.27774079643944,38.66129166779165,2.1191074118381223e-09,2.1162172189921953e-05,6.155822257626359e-07,59.124457533370325,0.00010655705461938575,0.00019614488082336134,2.116488164875987e-05,0.047,1.0,0.08448356806726647,0.10690846863277433,0.029529236994748104,0.08449042647354582,0.08574596334161871,0.08361211671306189,0.16720892396285808,0.16720844269277269,0.055013586834832665,0.16719740239228947,5.510916929246029e-08,1.012309409242086e-12,5.5107895521620666e-08,9.630143920032448e-08,3.4820742178855894e-10,8.772224623291672e-06,0.02770056908231603,0.02770050835222145,9.594716552246232e-08,0.027700565261845594,0.0012619589194325348
210.6,5.68704029186439,0.1395243223624128,0.1395243223624128,4.538220767143804,0.31670753294986304,19.584975327761462,2.9914134417275564,0.11756991501495397,45.93069677816178,1.5780041444177497,0.06060495310893879,0.0006355307958972589,1.2608619231053316e-08,1.1451575007280349e-07,0.0003883804031602346,0.7179047621793515,0.9999999873913827,42.04815620759686,39.964410663528355,2.1270406035230647e-09,2.15927574846494e-05,6.183165689227701e-07,58.46644420971911,0.00010730889839322323,0.0001965472348607802,2.159547713035677e-05,0.047,1.0,0.08424373630227551,0.10701913472172789,0.02934221614552836,0.08424970920578242,0.08550851200359252,0.08348265471187001,0.16695194711528813,0.16695147474290564,0.05495652419513822,0.16694263658293093,5.5306668410635214e-08,1.0217047107087808e-12,5.530533386408887e-08,9.72121430615229e-08,3.529358136218805e-10,7.169403167734524e-06,0.027742692019763943,0.027742642221510086,9.685238456098619e-08,0.027742688869020777,0.001263924439848681
218.4,5.693354556535503,0.13983547654333922,0.13983547654333922,4.539469268119767,0.3157826267362267,19.578661063090347,2.993661295871926,0.11725203626924426,46.048928646529596,1.5800690760522516,0.06068294753281444,0.0006388271169074447,1.2664427142643638e-08,1.1570317908472977e-07,0.0003888611175008786,0.7189575986162027,0.9999999873355749,41.819956214644385,41.26568375890768,2.135044211691722e-09,2.2025019937651624e-05,6.210884026188267e-07,57.81017859114728,0.00010806819639716578,0.00019687102967536212,2.202775020993901e-05,0.047,1.0,0.08403488364185684,0.10712876793865557,0.029173853920700103,0.08404008588345765,0.08530199295698944,0.08337110331824756,0.16673057450829815,0.16673011190711232,0.05491233664652431,0.16672334134953165,5.553860586470852e-08,1.0303770601848475e-12,5.553721825935426e-08,9.82219455818611e-08,3.5781746543786955e-10,5.6132902124158e-06,0.027776433173840896,0.027776394052954064,9.785664919463006e-08,0.02777643063743141,0.0012657337711784182
