Score	r_EndoWG	r_ExoWG	r_MxferWG	r_LMxferWG	r_LMxferPTC	r_LMxferHH	kappa_WGen	kappa_CNen	kappa_WGwg	kappa_CIwg	kappa_CNwg	kappa_CIptc	kappa_CNptc	kappa_Bci	kappa_ENci	kappa_PTCCI	kappa_ENhh	kappa_CNhh	kappa_PTCHH	PTC_0	HH_0	C_CI
0.156254	-2.41447384923752	-1.76408792745296	-2.03000618963545	-1.42070583179268	-2.44558716623525	-2.78077447824421	-0.885108916124513	-2.88960222967099	-0.473627117789702	-1.71228782455651	-0.966745169660254	-2.09718207512569	-0.65546036631283	-1.48376615889138	-1.71195656515642	-2.43499680797448	-1.21108392830223	-1.238070658833	-2.32757238828463	0.629787658100411	0.344578921244644	-0.86971770649402
0.156073	-1.80018450825689	-2.65195033558088	-1.5422391778366	-2.34304364450012	-2.03644968337595	-0.177112399190123	-1.19170663376169	-2.11502178391398	-0.118550860137114	-1.65032625031376	-1.58078466910933	-1.25833322843861	-1.71768610314023	-1.63290137680147	-0.923290395071136	-1.57738225852709	-0.104571376090525	-0.784077053758719	-2.30994575357232	1.39486826357328	1.43521507479905	-1.10913764485112
0.155093	-2.18274145514542	-1.20639188966327	-2.16373729762176	-1.38951337648112	-1.14530235866192	-0.192043058938673	-0.696190745667126	-1.33894112385386	-0.914556000534442	-0.613110612491491	-2.22514521889162	-2.82118414543439	-2.27077444574095	-2.25395537835327	-0.986741334716483	-0.410679408706112	-2.42113281662684	-2.54818287337065	-0.527825924831456	2.33270501471	1.38627596452809	-0.968268460054173
0.154176	-0.369452125749598	-2.78664961808023	-2.52327413318766	-2.75887207810493	-0.574847422022307	-1.59205362196757	-1.11265675167381	-0.564212949385969	-1.08314300268724	-2.14056626672195	-2.90039186243152	-2.1550415770803	-1.26065791638806	-0.263349370364887	-0.216661084759056	-2.65132137612389	-0.68749471844474	-0.715790417826016	-2.91949256359585	0.232449724062003	1.17863743217485	-0.829468401638796
0.153583	-2.39040238959875	-2.21963083489795	-1.18244190179379	-0.703977953814529	-0.285261290565376	-1.31916338779354	-0.738154496734619	-1.54120507807411	-0.531079896916057	-0.477910650487296	-1.95056488435759	-2.55648668067651	-0.302789843364079	-0.630962351243118	-0.598982220598363	-0.642799121000291	-0.0206542522691274	-2.40872609120475	-0.232620733883238	1.53929695542595	2.07754594769313	-0.732546658392326
0.153291	-2.58906931490935	-0.0937382448365602	-0.941513239303206	-0.544823069794942	-2.04118535903829	-1.10650677372954	-2.2879600851933	-1.41861703392586	-2.20459344791415	-1.71455521709258	-2.30780015919435	-1.64804916740062	-1.18404854737812	-0.800941788255983	-0.811732596497296	-2.06154031968595	-1.00960963685608	-0.327156166205967	-0.694870134216962	2.64268902905269	1.04615946116724	-0.674039187241225
0.153277	-1.07172502953862	-2.1223217613165	-0.54199252406492	-0.839360425957223	-0.604740023237508	-2.6554937635313	-2.81455984408497	-1.82229327845404	-0.492665054480771	-1.39425334040439	-2.63874447994185	-1.07932684596187	-0.0144222004324709	-2.38729771356236	-1.38281192479391	-2.7272280959812	-0.0433552598790084	-0.294522879228806	-1.47423887403553	0.233151006528673	0.371974313906415	-0.629390699018129
0.150387	-2.62701623395594	-1.40680811418824	-2.08600134697146	-2.95612316197792	-1.73218552212086	-0.169360655890291	-2.99457494385364	-1.75833151572992	-0.188273553633838	-1.36145084448904	-2.69526611147326	-1.03963911810513	-1.34998404752816	-1.27025141196898	-1.03132796437314	-1.10369925529759	-1.92944867590526	-1.90345494766169	-1.71488396026769	2.05519478788481	2.90105980829061	-1.25801214555734
0.149914	-1.25544026202816	-2.79124432382816	-1.1438797898471	-0.095841335914948	-2.30823002049125	-0.975145051694982	-2.38416668724624	-1.86183629830855	-0.00221314834525558	-1.66281438050453	-2.77303940646755	-0.969011893778717	-1.43857063313526	-2.57545155910058	-1.73258654249568	-1.22057018860609	-0.0172906220568354	-1.75431463576676	-2.85563754310636	1.84148085569357	0.295802324905088	-2.10285474801435
0.14818	-1.78273984089304	-2.63704277524085	-1.91406755444936	-1.18966665133885	-2.98531988524059	-0.674689628288939	-0.379674438187302	-2.16052823768549	-0.101116921851086	-1.00653378878621	-2.10000122182461	-1.0729490583794	-0.537566061975906	-1.99880732934632	-0.83023448531035	-2.33639611870925	-0.617883855884402	-1.80356403473822	-0.75718536021447	0.18876260500249	1.1196748011516	-1.6656266812008
0.147594	-0.729207074661994	-1.28888819862046	-1.39265865886063	-1.21838103677121	-0.530440111986293	-1.78162732009047	-0.619801425395512	-1.67310115044713	-0.454533300355598	-0.203353521622361	-0.89487489002529	-1.79872853880256	-0.37211923621192	-2.81326962420769	-1.64305868957864	-0.229495562991777	-0.233826675815527	-1.94858504996924	-2.97137182105024	2.52872649418416	2.59059553847885	-1.51233710994654
0.146952	-2.52624450730305	-1.74381161741023	-1.44056142086425	-1.51533721369061	-1.10632255361185	-0.11740545691265	-2.04984942445488	-1.74046823587775	-1.19901019896522	-1.64284300772915	-2.98435946924979	-1.34516144719156	-2.1384775368839	-2.68245478663034	-0.313322626620859	-2.90550092088326	-2.75473662953467	-2.87678884400591	-1.13286793819414	0.219078689919409	1.19751487605162	-1.15688437882573
0.146347	-2.65919907740444	-1.19884472532788	-2.5824784861957	-2.3822136053036	-2.42162213287611	-2.99779504794167	-0.993178965516017	-2.92353068677793	-1.76159757016199	-0.0254178495046033	-2.27660836854559	-2.91584571095654	-0.820712542518132	-2.39764912880304	-1.22358723100495	-1.14255653138031	-2.93523885924872	-2.91934465726064	-0.982115609783276	2.51058388050403	1.39985363092914	-2.80628004696137
0.145156	-2.7580801468498	-2.97113606315717	-0.514732975319648	-0.36770369994182	-1.67246329673128	-1.14258728713559	-1.18585699390654	-2.01901455151065	-0.518154796592154	-0.957015191584558	-2.15493608446423	-2.5284076147747	-2.98053059925811	-0.492427456235433	-0.615897592051483	-2.93758349281019	-0.0195284794498057	-0.829321796426016	-1.13123745426876	1.81827011283731	2.1957502515425	-0.629709018051272
0.14471	-1.97507943466989	-2.63816643558801	-0.921902221417584	-0.046817496552784	-2.21865111415916	-0.779136478364993	-1.42498660091891	-1.36252027738807	-0.583592510056902	-0.67387929103828	-2.88765310504871	-0.912122792501747	-0.113929672246117	-0.757943323967688	-0.652398757336326	-1.06689605252248	-1.29867556442237	-1.64994590642097	-1.69836241727313	1.43265026375639	0.697367980915291	-0.821512268952602
0.143434	-2.99989578183002	-2.13914952889821	-2.14451900577497	-1.30811699724196	-1.76405513309039	-0.641005473062819	-0.853140484269527	-1.21165624891443	-0.539517114164488	-0.777892487975969	-2.89546850551324	-0.952627768086346	-0.254767453826045	-1.36460372407638	-0.659088130307989	-1.35395032394105	-0.00117984210988169	-2.65281835330756	-2.91930137712887	2.5919990046125	0.528223589127103	-0.901276689657926
0.143323	-2.65295895982846	-0.403076481605397	-1.82327802450696	-1.93311525687023	-2.57932487655335	-1.58796807830178	-2.90813967496063	-1.28679095750157	-2.67206511336624	-0.0760196527640374	-2.2071182546146	-0.307182152117468	-0.679222471798304	-1.28724173832175	-0.710310734342786	-2.1847032394451	-0.470768614504054	-0.730106631048423	-0.585583239544912	1.18383334881377	1.47140173795187	-0.141693845983472
0.142982	-2.07720398137168	-1.57229160720135	-2.80700626649251	-0.723843918043718	-1.95512719918744	-0.152822333592622	-2.89516477323448	-2.81088041249987	-0.339717132724019	-0.685509192747978	-2.25322884088867	-0.701740938180635	-1.01409413547308	-0.299710011259639	-0.377746591730595	-0.315124131137058	-2.75865776551735	-2.06535108673543	-1.85178307617397	2.90774662707048	2.73578487203284	-0.606130102906259
0.142745	-2.67951721411332	-1.75929852573594	-1.9467678511595	-0.392784172692137	-0.415313794531227	-1.46981823763261	-0.163931724899029	-1.10597319397873	-0.439117011612014	-1.04138404278403	-1.01747550237431	-0.790814852807272	-1.01431042407073	-2.63606664832211	-2.53145181791207	-2.77367338678716	-0.290171413953713	-0.332789946346904	-2.38645520607186	0.0140288441356246	1.01850077712586	-0.866090821870177
0.14133	-0.567587154694387	-1.77504243237727	-2.14178714058238	-1.66331617198659	-2.96770365526053	-2.2941935704903	-2.98964491181803	-2.19196872572859	-0.357635408662834	-0.150037290222708	-1.57237920909184	-0.780499302282247	-1.68343421927558	-2.36560435665835	-0.928733065144301	-1.59684514860149	-2.95961525716215	-2.51310501079011	-1.49075983148173	1.38499461379918	0.449191345999012	-2.06069095684063
0.138957	-2.67446791749612	-2.96604978061758	-0.642171834921488	-1.59747038380631	-2.42467126322964	-2.85148680426476	-1.37181549192659	-2.38771852052608	-0.374201041331337	-1.28791373154632	-1.78273720745663	-0.397360612199848	-1.71664674955246	-0.582855604141918	-1.22820166926798	-2.26833227935774	-0.714701544624254	-1.75637914709046	-0.528378291851679	1.64332039393174	0.8453975998705	-1.41758775002298
0.138805	-2.56367511939237	-2.10366672265726	-0.592814817953924	-0.689731633367552	-2.6247864568215	-0.530577129435681	-2.38307309652191	-1.73824005935754	-0.637798474948534	-0.410519556060383	-2.1707033046182	-2.24495490560853	-1.71592587240946	-2.6242595912787	-1.074619829666	-1.85123081532172	-0.374259640237243	-0.795896303692518	-1.35919768133246	0.0309638423782752	1.13142617214745	-0.785095249069881
0.137783	-2.83763277327912	-2.08318823495699	-0.658711913737044	-2.4326312764215	-0.997868510324541	-1.13863049703056	-0.558204352132973	-2.45541607215844	-0.331055265542266	-0.950944868304499	-0.516772267960079	-1.32829225823066	-0.569027276869596	-1.03490888640401	-1.57619563845338	-2.20862589088256	-0.577083659320336	-1.91717873906067	-1.06371301440706	1.31102235951578	1.57510120839808	-0.230229918469493
0.137247	-1.85442449005745	-1.02107665769029	-2.65158803716986	-0.63578869383438	-2.14141167658804	-2.49122795172907	-1.09014295712857	-1.86515697483063	-0.929286269012351	-1.12028324229852	-1.77362954535845	-2.89386692182559	-1.12958380354164	-1.84335697367569	-1.06863215049419	-0.877915249289131	-0.299011748823489	-2.60545026374823	-1.24921245047571	1.30862843259905	1.76438687478555	-0.252902956000083
0.136958	-2.41485862252326	-2.16695812637212	-2.42280472458694	-1.28240937459257	-2.28038121242587	-2.11420922189416	-1.02763097623647	-2.13041394665704	-0.642749515255208	-0.0764622323210698	-1.49555496486245	-0.819017282073608	-0.250580634110953	-1.18803510840611	-1.30286659633637	-1.02809960624387	-1.42282312036733	-2.46770180603958	-2.42811422632917	0.97090264060284	2.04452408160825	-0.726957037667101
