Score	r_EndoWG	r_ExoWG	r_MxferWG	r_LMxferWG	r_LMxferPTC	r_LMxferHH	kappa_WGen	kappa_CNen	kappa_WGwg	kappa_CIwg	kappa_CNwg	kappa_CIptc	kappa_CNptc	kappa_Bci	kappa_ENci	kappa_PTCCI	kappa_ENhh	kappa_CNhh	kappa_PTCHH	PTC_0	HH_0	C_CI
0.199917	-1.58654767276571	-2.87265219436489	-0.239348366065184	-2.37244469303871	-2.0977131141567	-0.680996017095898	-2.20920974334941	-2.39977879002476	-0.299796615194323	-0.489213782077161	-1.71027284430644	-0.585581567042647	-1.51429134707338	-2.19044365200167	-0.568903328637199	-1.15061928743573	-0.847063755829183	-1.95197793234794	-2.3511971369192	0.971777132331351	0.535528297359671	-2.22759100299034
0.19637	-2.52773807972707	-2.53050640535424	-2.27128594362341	-1.82552732886056	-2.58573713731417	-2.11758248356941	-1.50871396405232	-2.65462038738844	-0.729221043157119	-1.23519791827049	-2.83578102273684	-0.588914232010697	-2.61760469132959	-0.582749246987382	-0.794443794306083	-2.24523591933551	-1.07495310508724	-2.07262296345638	-1.636286508587	2.87118984031222	1.04649126230027	-2.65299997864018
0.195749	-1.49485409320995	-2.81036934230784	-2.36936265638073	-0.340236827788033	-0.50076806552617	-2.38566710080003	-0.836236518658603	-0.663334175281444	-0.136929460917307	-2.75070867683973	-1.00378613178998	-1.61556414405455	-1.17481479096983	-0.911265175088373	-0.755013245513799	-1.27791999151547	-0.894622678569331	-2.75233600251374	-2.55999821871443	0.0626534207348986	1.49621260888252	-0.337157205970186
0.19508	-0.343927683860179	-0.958599418650251	-2.63715388050843	-0.523682934176161	-1.51177512656741	-1.13426489083706	-0.240784812682706	-2.1454789900865	-0.733829475855021	-0.256557658059835	-1.82147195972641	-1.63522206769648	-1.70969153540123	-0.755591744539198	-1.1038542323415	-2.26304525036916	-1.06678613039244	-0.719071239831995	-0.476444716846728	2.58011718948626	2.15604005617622	-0.137089022503368
0.193749	-2.03172350713566	-1.88659483803822	-1.54073419994085	-1.06441414506924	-1.72544038322852	-2.05238838126097	-2.96244602147377	-1.92894319961244	-1.10007285144394	-0.22560786625473	-2.56225736233371	-1.0436557734938	-1.9529316176367	-1.8939281504288	-0.957822346468375	-2.74418255607613	-1.98508063112361	-2.83927043041593	-1.99645761454155	0.0115704435972782	2.82381448881502	-2.58101134372077
0.192494	-1.39705820097139	-0.809645887209079	-2.14157169045807	-2.06945847013557	-1.50274544418364	-1.85717270546166	-0.0338770479689598	-2.58569029308924	-0.930402194936332	-1.19667127968548	-1.89749083106013	-0.793992230863334	-0.952810831461741	-1.43568079979572	-1.0264209917642	-2.04515424039264	-1.0279110746854	-0.795147763071785	-2.32935715313415	0.803131272580556	0.240771330622068	-0.0535796695787942
0.191389	-1.58614221594946	-2.25553646262893	-2.24666747948901	-2.64194135862149	-1.15330298093285	-0.07909908530381	-2.48067613278645	-2.78498405714369	-0.710223815048349	-0.54251474829272	-1.94438470636518	-1.18884340511999	-1.64369108272251	-2.66433553259333	-1.63541148622504	-1.95144944221885	-1.24544527054045	-2.94804910997905	-1.61978694873182	0.922541739036101	2.73322295274506	-2.36947246226786
0.190683	-0.128976116768571	-1.65266608092997	-1.39524598437582	-1.04558428985896	-2.80431339777044	-2.92804806955062	-1.13408329880922	-2.95466528368326	-0.684571286723785	-1.21316981589964	-2.46863350313748	-1.40536992346204	-1.40678373591631	-0.750603502727315	-0.968324980953983	-2.85222168262665	-1.35795018655245	-1.79621400962177	-2.55775390345529	0.699988532494858	0.433996919356798	-1.65624883277264
0.190677	-0.133324037880183	-2.71873931294499	-1.75159020497584	-2.39161839870058	-1.50145099439715	-2.32237115063075	-2.67755121025827	-2.32224891462763	-0.336999597634909	-0.221889285659712	-2.33033545105933	-2.73251146957796	-1.13095964675028	-0.642736160830333	-0.443774714004345	-2.02142372934794	-0.599814424227771	-0.486142088003786	-1.9464490859891	1.68631087333458	2.42082676603606	-0.53137947499158
0.190457	-2.59001449411219	-0.250068991050322	-2.09112857736388	-2.38723203239343	-1.4335931511018	-1.25426801535093	-0.948658359361029	-1.9310242183933	-2.60129457076452	-2.31435050280441	-2.38697152431811	-0.987285069598962	-1.43469775226102	-2.84267320721255	-2.04097578889936	-1.18557259562142	-0.507614019652011	-1.33308253998826	-2.57670004747593	1.55736281408965	0.94121467932016	-0.59325719608296
0.18734	-0.80663883127609	-0.546983018052049	-2.96291230418712	-2.80402566642615	-2.1153739702977	-2.93616769556362	-1.62366763054636	-2.08131399608919	-0.423633307089075	-0.893785297113606	-2.59406484685371	-1.90297534838035	-1.32205194988588	-1.03706081963562	-0.484449349239586	-2.48566745571704	-2.39109225458917	-1.07181417580555	-1.58306673377694	2.57944288470018	1.34241083626573	-0.120717133017328
0.186915	-1.99482807047593	-0.318694527982868	-2.92322488403694	-2.81868245541331	-2.30818321823393	-2.21718065201648	-0.632005222878126	-2.91759525275009	-1.9519507149455	-1.25075234734731	-2.80071940610705	-0.2860300655944	-1.55942305989538	-2.4175161889523	-1.23514268683469	-1.9505765115876	-0.0672822668919107	-0.0521875385272409	-1.80324090819507	2.74872281045279	0.504037031047272	-1.17952399025948
0.185258	-1.5300587534306	-0.761264092480869	-1.20388517968511	-1.14508515802634	-2.85190967058712	-1.78747415066698	-0.236617684638107	-1.17626957354206	-1.16401788337794	-0.830075874330333	-1.63779658877415	-0.402114029622924	-0.0386558042231841	-2.48594259948289	-1.68684805682565	-2.40196058571438	-2.85198379176013	-2.44940601484417	-0.802228897318621	0.772792426289975	0.265857468206362	-1.11245977689738
0.184567	-0.641360948106536	-1.24551405755872	-1.42128975030711	-1.53535548150185	-0.232962931561152	-0.913892988047797	-1.99142111770508	-1.73624324508373	-0.434485110655096	-1.15350083099537	-1.72657274926405	-1.44206112428163	-0.780719429101581	-1.89231866957606	-1.12308392270212	-2.11998429916914	-1.90770754635579	-1.46260911632309	-2.19425317926347	0.732943518059954	2.27571896226413	-0.536943571914842
0.184303	-1.93345046123807	-1.47386240615692	-1.35324055291371	-1.19082896764011	-2.18509280444816	-2.81722596210842	-0.252060212201418	-2.53179598086582	-0.506638159722769	-0.713992877920526	-2.15567880063653	-1.55635844149922	-0.0766093410475985	-1.65147901724851	-1.47634976478233	-0.4554321842452	-0.826207890920238	-2.94438852731142	-0.0544295005710864	2.00171208405918	1.03550178106295	-0.340760000867673
0.182983	-0.0958624562505264	-1.24876864023293	-2.7550132455138	-0.0137658698650042	-1.77297502934852	-0.960161708951146	-1.66786666336938	-1.92322488403694	-1.5125462743203	-0.600504531555995	-2.43018967404066	-1.61892284270937	-0.104573033683017	-2.90977722831342	-0.837337037137334	-0.311614887344903	-2.54233303385054	-2.7513868049964	-2.86603977494444	2.22916201584308	2.48166760069658	-0.184650083608279
0.182397	-2.59414671808661	-0.401717378607099	-1.01433107135279	-1.55756883700901	-1.4681903786929	-1.83911448230836	-0.115569438044543	-2.07886154928906	-1.81539373331286	-1.02030005839019	-2.48209581629395	-2.96798596584049	-2.33945324797524	-1.15409120696456	-0.848051272086394	-2.87169121872536	-2.52734884695725	-2.75219361329379	-0.25479634518265	2.00733803398239	1.83948307535646	-0.504648570891614
0.18217	-0.268090668173402	-1.98565170113482	-1.14411756996396	-1.27925293568973	-2.73549148589953	-1.75923615345028	-1.5186749192442	-0.84623999737084	-0.711408751284888	-1.26112514328059	-2.94229967107855	-1.02076494017728	-0.153537319443919	-0.265791629372144	-0.557095551260901	-2.16943955816596	-1.01547673708995	-1.55290711771637	-1.09493251055523	2.27492411843769	1.12274981407433	-1.37139959448658
0.182021	-2.17002118287334	-1.4400491102891	-2.80875024968418	-0.0760858815886764	-1.18697040162288	-0.319061969800557	-1.93378219573492	-2.39597925899948	-0.897442815812813	-0.259063631229689	-1.46976699435285	-1.69245048083779	-0.49801559430499	-0.175852679781529	-0.215057643034898	-1.05942375388367	-1.1945480791882	-1.56481362349563	-1.79264304500965	2.39754201261658	1.27448344804082	-2.33407677348287
0.180783	-0.71767703484039	-0.0513802067154309	-2.51934066750829	-0.793605935569126	-0.79509898999058	-1.3738270171244	-2.91885800427981	-1.51846564901642	-0.664784890638811	-1.08793584911206	-2.41315624478579	-1.62193112449867	-1.68637107449175	-2.83196534260969	-2.37521066395461	-1.70132154943981	-1.07216889274446	-2.96469436368282	-0.883967047110885	1.75260997714958	0.833729606796492	-1.56425912560256
0.180761	-0.235428622765396	-1.06191478659753	-2.12007819783182	-2.70876883117538	-1.38128579850518	-2.49331776830739	-1.49914628853874	-2.94805681665805	-0.224257063242855	-2.08763975668427	-1.8233213930946	-1.05628344721537	-1.72600619718436	-2.88563258249744	-1.60717822699407	-2.77844232520748	-1.77295185592156	-1.13133381804147	-2.98707845445544	2.85694387031652	1.19552882241101	-1.19270856985203
0.179209	-1.96413818369844	-1.5357206459146	-2.99358958523699	-0.20647362369632	-2.41360175583393	-2.45207399456441	-0.853168357110782	-0.906774492131026	-0.129971435795154	-0.21429227965172	-0.735276599098	-1.03599979794092	-0.470938130861779	-1.5816075495592	-0.582809069681838	-1.03142786679101	-0.323411548085094	-2.83642123481123	-0.422853015172475	1.98072810654004	1.86321219016651	-1.06432197212529
0.17873	-2.74011239086708	-1.52061906462228	-0.673951032053259	-0.580687086551005	-0.0565391209599995	-2.47632765563759	-0.393547691585582	-0.956417682789644	-0.44994784720595	-0.618352535250402	-0.71932831641963	-2.63445960342055	-0.343814564369383	-2.53094419556139	-0.326181314338232	-0.61558027274211	-1.35481852623519	-1.8450103213882	-1.787349040166	1.61173817357871	0.828193133622354	-0.553084000155592
0.177438	-1.91700650534614	-1.18426489824002	-0.243334229921586	-2.51901483987639	-1.91406755444936	-1.36615195518131	-1.06972814053703	-1.64445653488659	-0.93638896154424	-0.811794536405617	-2.53946146286323	-0.976475933980231	-0.780224300565791	-2.13704734031302	-1.04070526359805	-0.988577588511541	-2.14494809845258	-2.14220751574191	-0.508464623107262	1.67961320450803	1.00632482009953	-1.22844264888427
0.177243	-1.28158883318273	-1.53912469906454	-2.66190224629346	-1.33839362968539	-1.51289840672055	-2.11107952314966	-1.44466609013219	-2.99718190589878	-0.37526424671831	-0.148610159479581	-1.2054708262763	-2.75144560965866	-1.05851490409955	-0.151060602428323	-1.43505948210613	-2.02310829345376	-2.52769270005065	-1.47184205013912	-2.83667758412884	2.34737685803813	1.42903971111421	-0.667135534505601
0.177212	-1.60070537018475	-2.15133311396242	-1.13871775624381	-0.125117123506819	-0.203762271359659	-2.98470312961856	-0.761319236530496	-1.68493695532273	-0.307510000705259	-0.81147367073362	-1.13345511499111	-1.06484706548059	-0.199956875697247	-1.9988289850586	-0.292866892914264	-2.31182676350305	-1.89561874379578	-1.42504669120901	-2.92985126384769	0.572094053601525	1.20315532120673	-1.26543537696026
0.175852	-2.85719458640277	-2.59778677960383	-0.105400962585892	-1.61251584944799	-1.58476782284677	-1.24497322704915	-0.466529180623943	-1.58374237300098	-0.53492215415269	-0.896333086253208	-1.76824759857645	-1.93819329317966	-0.961992175756577	-2.51405580636831	-1.43320673244865	-1.30422772364328	-0.472274745230455	-1.24771794153125	-2.34987517158194	0.635869614882858	2.61817575006226	-0.827399987445659
0.175577	-0.500178251998799	-1.31655579100655	-2.18059427105459	-1.61327458261871	-2.49867229799025	-0.434298544344887	-0.283235637818302	-2.031436270846	-0.500963471762808	-0.924102824638969	-2.0014904474919	-2.62491461103323	-1.34714182201203	-2.25103868703352	-1.28233864889359	-2.81816784100776	-0.186609181982689	-1.55689510885489	-0.588030306213549	0.988751537599171	1.515098572046	-2.32988779655977
0.170241	-0.361368996486806	-1.89699036141749	-1.58489638322395	-2.25038889056662	-1.07088774334534	-0.770241388778627	-0.757637494152117	-0.895765617803525	-0.345939991787034	-0.099067836819242	-2.58269607817595	-0.557656655320739	-0.500153522079258	-1.89275949509487	-2.24713906741697	-0.751845202138401	-2.14263372642257	-2.0947785233326	-2.43212118238615	1.80485743563276	1.72964904964307	-1.46901569381028
0.169531	-1.02539851015869	-0.133319315119112	-2.79901551483651	-1.60411645967214	-0.341729058717559	-0.0703849196713544	-2.56395827228442	-2.47342812714879	-1.8754827334852	-2.59482616226091	-1.02604961435558	-2.34882184643633	-0.196649422479716	-1.68375909155436	-0.59614540376313	-1.34002678470368	-0.332591879822164	-2.90486204448488	-1.57144246082015	1.46791133996484	2.13789189824736	-0.734359213879182
0.169477	-0.471061457058051	-2.65511279482206	-2.93501069955734	-1.26222630063332	-0.150029314666758	-1.38673550764461	-2.29522166925462	-1.63975317583029	-1.5529148742077	-0.357974942917879	-2.42204657685093	-1.02883552310041	-1.98428406799305	-2.34136767225978	-1.07638300073349	-1.87553490255724	-1.4682044189285	-1.54523133869015	-2.58258311605971	0.196499504852325	0.514432191048425	-0.791247009357976
0.168779	-1.84799006031145	-0.284913818455816	-2.98401608060695	-0.600862989661399	-1.3695853472565	-2.0980395605606	-0.449113974938861	-1.18587831463033	-2.10351456842512	-0.276894203168435	-2.67340200266256	-1.70497858464802	-2.18853291094924	-2.64833315069787	-1.54940297946759	-1.42628153692244	-0.507695090900192	-1.84722869518498	-1.49130063632236	1.80650218236494	0.895440226879776	-0.0813883705514084
0.168004	-2.39078242731871	-0.222336881303017	-2.1695467085951	-1.26248930932652	-0.208413201171388	-0.319393477110726	-0.550114495967951	-2.26157542354347	-1.4908122681353	-1.51819202985295	-2.71358619830115	-1.78544754476576	-1.56166179386015	-0.601787339996887	-0.614397300856578	-1.2302225392481	-1.45870039193424	-1.01957300006189	-1.81404725847222	1.65463370667023	0.538070787043172	-0.0259924366108219
0.167181	-2.17093435015428	-0.802239914708253	-1.85884822033312	-0.605217470803306	-0.65263094873121	-0.12374577721908	-1.07071036000262	-1.88217541435513	-1.27023927470176	-0.314999432733929	-2.55268068922883	-0.296977881913784	-1.98174067567553	-2.32010716662604	-0.744341626828748	-1.74391515931599	-1.49545710089017	-2.30020301824084	-0.224739895522126	2.54440418224681	0.720796628009774	-0.197380185848897
0.166442	-1.31055971785285	-2.72100874499857	-1.32730931907599	-0.113319805843824	-1.79489582775664	-0.415790938135412	-0.306375043132368	-2.38126281155804	-0.477421455938128	-1.72157338585455	-2.74988752848575	-1.89679170466386	-0.167613090084728	-2.26157621670224	-1.22011431586758	-2.42717020355851	-2.0260874295803	-1.67721235835243	-2.85398986025345	1.10771861052026	2.98974295648349	-1.25485647660088
0.165065	-0.436956989748415	-2.8689558566496	-2.86889804920535	-2.1735001856588	-0.368363479487941	-0.808289157311106	-1.37409208894658	-2.63248940076268	-0.593563722046626	-2.70752683567129	-2.88977066793692	-0.610346715614873	-1.31045230019232	-2.42066464366507	-1.25266278218637	-2.08562193145091	-2.05783711757608	-2.12115949417319	-0.638769054427163	2.45426999191651	0.234656458159577	-1.97775313831775
0.163521	-2.88836117123745	-0.480561865329611	-0.383690463478273	-0.643251557857649	-2.9746736496296	-2.21243680891842	-0.0274875246836806	-2.21171140110145	-1.50007796716016	-0.339163918469034	-2.87057437325692	-1.35549346501018	-0.415766050393965	-0.370821882406383	-0.872221595550769	-1.37191058092992	-0.0784888380286322	-2.30373712135225	-0.676494205668682	0.366869163972637	1.73788489380085	-2.7866469608291
0.158385	-2.28743278849172	-0.284238926619441	-1.03546271758819	-1.7405494762835	-0.661328404608662	-2.07996176618021	-2.31640368346365	-2.53006611239578	-1.68802163495695	-2.50508466534124	-2.41661756850956	-2.34257983699703	-1.11788946283351	-2.35033224488696	-1.7192327480597	-2.69769721693481	-1.27323123757946	-0.695472851715985	-1.80959825998101	0.0039858484681808	2.87718929570768	-0.329526851398541
0.158138	-2.32479743420822	-1.36014810010891	-2.04060797295003	-2.66608341715194	-1.45276080338476	-1.55883293553417	-0.193435438583622	-2.57577029416221	-0.955766078043396	-1.78276354253931	-2.22283716966884	-1.48084561920196	-0.584322330107618	-2.74518132839879	-1.11061256781933	-2.67409454964566	-1.74679530864056	-2.31807348020036	-2.63784374559154	1.71824834574	0.626069233718803	-2.33543135307913
0.157478	-1.03388080420802	-2.16720250509749	-2.00277399337531	-0.653181679961716	-1.69633533030446	-0.805097325540937	-1.92656027386887	-1.11210488507725	-0.516909323419016	-0.514612228461959	-1.18044356222118	-0.239311441933155	-0.482268494592009	-2.79959003642158	-0.641495990811267	-0.95464963413659	-1.0226628601249	-1.22191462260827	-0.163111541675812	0.754872536854969	0.565080044180395	-0.0545373236768376
0.157368	-0.898256361941291	-0.285160788127683	-2.87330051616009	-0.0506397606262201	-1.02658209760301	-1.9773407263806	-0.926277984737004	-2.28534254703767	-0.656168150771917	-0.188806509742503	-2.31478690000464	-1.20377685188485	-2.81746551936595	-2.23935891639383	-0.504915175349095	-2.16355434949189	-1.12848368987232	-2.83679388545095	-0.419491280137283	0.750523051078562	0.242926358601607	-1.94353347386842
0.156989	-1.74242701231433	-2.2453826074078	-0.609465829322142	-0.681452529602021	-1.7546131971193	-2.59366594546375	-1.52686498753798	-1.62329897652873	-0.220514621543278	-0.123337120163385	-1.5872724057825	-2.91341951835577	-1.25275526058338	-1.31011956288333	-0.735047660947207	-1.64383832744555	-0.389745580792106	-2.67967712285377	-0.290568057036425	0.0100411689718056	1.1442721200276	-1.88106764198518
