AK_c_Keq;AK_c_KmADP;AK_c_KmAMP;AK_c_KmATP;AK_c_Vmax;AK_c_k1;AK_c_k2;AK_g_Keq;AK_g_KmADP;AK_g_KmAMP;AK_g_KmATP;AK_g_Vmax;AK_g_k1;AK_g_k2;ALD_g_Keq;ALD_g_KiADP;ALD_g_KiAMP;ALD_g_KiATP;ALD_g_KiGA3P;ALD_g_KmDHAP;ALD_g_KmFru16BP;ALD_g_KmGA3P;ALD_g_Vmax;ATPu_c_k;ENO_c_Keq;ENO_c_Km2PGA;ENO_c_KmPEP;ENO_c_Vmax;FruT_c_KmFru;FruT_c_Vmax;FruT_c_alpha;FruT_g_k1;FruT_g_k2;G3PDH_g_Keq;G3PDH_g_KmDHAP;G3PDH_g_KmGly3P;G3PDH_g_KmNAD;G3PDH_g_KmNADH;G3PDH_g_Vmax;G6PDH_c_Keq;G6PDH_c_Km6PGL;G6PDH_c_KmGlc6P;G6PDH_c_KmNADP;G6PDH_c_KmNADPH;G6PDH_c_Vmax;G6PDH_g_Keq;G6PDH_g_Km6PGL;G6PDH_g_KmGlc6P;G6PDH_g_KmNADP;G6PDH_g_KmNADPH;G6PDH_g_Vmax;G6Pbb_c_Vmax;G6Pbb_c_KmGlc6P;GAPDH_g_Keq;GAPDH_g_Km13BPGA;GAPDH_g_KmGA3P;GAPDH_g_KmNAD;GAPDH_g_KmNADH;GAPDH_g_KmPi;GAPDH_g_Vmax;GAPDH_g_Vrmax;GDA_g_k;GK_g_Keq;GK_g_KmADP;GK_g_KmATP;GK_g_KmGly;GK_g_KmGly3P;GK_g_Vmax;GPO_c_KmGly3P;GPO_c_Vmax;GlcT_c_KmGlc;GlcT_c_Vmax;GlcT_c_alpha;GlcT_g_k;HXK_c_Keq;HXK_c_KmADP;HXK_c_KmATP;HXK_c_KmGlc;HXK_c_KmGlc6P;HXK_c_Vmax;HXK_c_Vmaxpc;HXK_c_KiFru;HXK_c_KiFru6P;HXK_g_Keq;HXK_g_KmADP;HXK_g_KmATP;HXK_g_KmGlc;HXK_g_KmGlc6P;HXK_g_Vmax;HXK_g_KiFru;HXK_g_KiFru6P;HXKfru_c_Keq;HXKfru_c_KiGlc;HXKfru_c_KiGlc6P;HXKfru_c_KmADP;HXKfru_c_KmATP;HXKfru_c_KmFru;HXKfru_c_KmFru6P;HXKfru_c_Vmax;HXKfru_c_Vmaxpc;HXKfru_g_Keq;HXKfru_g_KiGlc;HXKfru_g_KiGlc6P;HXKfru_g_KmADP;HXKfru_g_KmATP;HXKfru_g_KmFru;HXKfru_g_KmFru6P;HXKfru_g_Vmax;PFK_g_Keq;PFK_g_Ki1;PFK_g_Ki2;PFK_g_KmADP;PFK_g_KmATP;PFK_g_KmFru6P;PFK_g_KsATP;PFK_g_Vmax;PGAM_c_Keq;PGAM_c_Km2PGA;PGAM_c_Km3PGA;PGAM_c_Vmax;PGI_g_Keq;PGI_g_Ki6PG;PGI_g_KmFru6P;PGI_g_KmGlc6P;PGI_g_Vmax;PGI_g_Vrmax;PGK_g_Keq;PGK_g_Km13BPGA;PGK_g_Km3PGA;PGK_g_KmADP;PGK_g_KmATP;PGK_g_Vmax;PGK_g_Vrmax;PGL_c_Keq;PGL_c_Km6PG;PGL_c_Km6PGL;PGL_c_Vmax;PGL_c_k;PGL_g_Keq;PGL_g_Km6PG;PGL_g_Km6PGL;PGL_g_Vmax;PGL_g_k;PPI_c_Keq;PPI_c_KmRib5P;PPI_c_KmRul5P;PPI_c_Vmax;PPI_g_Keq;PPI_g_KmRib5P;PPI_g_KmRul5P;PPI_g_Vmax;PYK_c_Keq;PYK_c_KiADP;PYK_c_KiATP;PYK_c_KmADP;PYK_c_KmATP;PYK_c_KmPEP;PYK_c_KmPyr;PYK_c_Vmax;PYK_c_n;PyrT_c_KmPyr;PyrT_c_Vmax;RK_g_Keq;RK_g_KmADP;RK_g_KmATP;RK_g_KmRib;RK_g_KmRib5P;RK_g_Vmax;RK_g_Vrmax;TPI_g_Keq;TPI_g_KmDHAP;TPI_g_KmGA3P;TPI_g_Vmax;TPI_g_Vrmax;TR_c_Keq;TR_c_KmNADP;TR_c_KmNADPH;TR_c_KmTS2;TR_c_KmTSH2;TR_c_Vmax;_6PGDH_c_Keq;_6PGDH_c_Km6PG;_6PGDH_c_KmNADP;_6PGDH_c_KmNADPH;_6PGDH_c_KmRul5P;_6PGDH_c_Vmax;_6PGDH_g_Keq;_6PGDH_g_Km6PG;_6PGDH_g_KmNADP;_6PGDH_g_KmNADPH;_6PGDH_g_KmRul5P;_6PGDH_g_Vmax;GAPDH_g_inhib
0.483182;0.0353287;1.34634;0.611165;1312.3;24.7787;51.2822;0.492146;0.060592;2.89682;0.0403229;0.386135;1167.21;2371.68;0.0913019;2.02685;3.84616;0.578945;0.123799;0.0139883;0.00810958;0.0585865;402.14;55.1844;3.86966;0.0803699;0.257443;513.352;3.79851;68.1319;0.824276;196753;254078;17271.9;0.0818066;2.26417;0.522088;0.0096317;455.503;4.48221;0.0397907;0.0584231;0.00946316;9.66E-05;8.64345;2.76204;0.0439548;0.0588957;0.00912513;0.000105756;8.64345;48.1398;9.18028;0.0858527;0.0738406;0.156039;0.634767;0.0213116;2.36824;2811.06;525.467;665.374;0.000858323;0.554469;0.241262;0.470147;3.99904;180.996;1.65405;369.979;1.1291;131.284;0.873379;36655.1;885.29;0.114599;0.103577;0.114895;10.8064;66.5921;0.0350467;0.239134;17.2153;731.937;0.151562;0.139788;0.0862803;17.122;1833.5;0.461363;16.5014;589.69;0.190671;10.8317;0.1829;0.130726;0.705094;6.54937;1.09771;0.0543528;1665.17;0.0808369;12.7041;0.08966;0.115171;0.295344;10.8264;2034.68;888.21;14.0633;8.25191;3.71597;0.0687177;0.804948;0.0343601;1320.91;0.177958;0.197868;0.137639;173.35;0.528874;0.135691;0.105857;0.447034;2442.28;1104.55;3436.92;0.00129452;1.59825;5.44017;0.297508;3527.18;917.294;20760.8;0.0516607;0.0468219;28.059;0.0523766;16679;0.0180622;0.0583878;4.95158;0.0592143;5.8572;3.8974;1.22938;103.417;5.5288;2.7802;1.32456;103.417;9113.83;0.719591;0.472067;0.10219;14.6818;0.380808;17.5813;1207.12;2.6422;1.76979;250.93;0.0108358;0.270147;0.226253;0.382039;0.314756;10.4107;976.664;0.0486743;1.0848;0.210487;1375.09;5481.59;340.932;0.00267711;0.000779131;0.00642168;0.00771047;240.166;43.5613;0.00409891;0.000933924;0.000633053;0.0259686;16.4915;44.0769;0.00381479;0.000963274;0.000437001;0.026262;16.4915;2.81336
0.484749;0.323518;1.81512;0.118824;78.8988;383.039;790.181;0.492756;0.797219;2.70688;0.0936771;0.0562555;13.1234;26.6327;0.0797643;1.94212;4.41679;0.526419;0.104724;0.0124331;0.00914883;0.0671231;642.988;34.1449;2.83822;0.0534777;0.249362;628.511;4.07849;75.0501;0.835279;295921;206421;19820.2;0.0951743;2.1377;0.418829;0.0120164;490.506;8.94551;0.0353119;0.0576718;0.00940081;9.19E-05;8.13091;5.5266;0.0401359;0.056872;0.00976938;9.20E-05;8.13091;92.2532;9.7481;0.0717702;0.116361;0.218731;0.436039;0.0187104;2.77529;1632.35;524.431;25.1305;0.000951324;0.570069;0.212649;0.450948;3.3998;185.778;1.83191;370.856;1.11521;122.934;0.428176;1.32E+06;873.991;0.12562;0.0971044;0.0970962;9.54333;57.9445;0.0312417;0.100361;14.7024;767.32;0.150622;0.110922;0.109484;11.0038;1796.77;0.309703;7.85864;234.241;0.126679;11.8208;0.167624;0.0631245;0.351025;9.19238;1.1446;0.0244885;416.763;0.0604221;13.3905;0.122495;0.13413;0.308579;8.28334;1274.06;1211.98;18.8237;10.1327;2.90258;0.0613922;0.976841;0.0304736;1252.67;0.167564;0.163641;0.165489;234.202;0.420994;0.163895;0.115034;0.543196;2926.79;1487.13;3301;0.000776547;1.38624;0.399175;0.265804;3363.4;1355.17;19621;0.0440656;0.054222;26.385;0.0564531;20901.1;0.118114;0.0468992;4.65617;0.0519505;5.04469;3.22506;1.42808;53.9479;4.69387;5.4409;1.2361;53.9479;13264.4;0.777559;0.591148;0.120402;13.2421;0.270099;51.5308;1101.12;2.55983;1.9186;203.836;0.0106663;0.264633;0.267621;0.511581;0.483989;5.05041;506.136;0.0442955;1.20252;0.199182;1568.85;5866.53;595.335;0.121219;0.000760091;0.0067004;0.00479779;273.288;42.335;0.0036366;0.00105239;0.000428512;0.0259548;14.9861;44.8488;0.00328963;0.000893757;0.000732755;0.0281974;14.9861;3.32769
0.494772;0.685363;3.13082;0.254164;174.951;496383;1.00E+06;0.482585;1.1241;3.29469;0.0347227;441.385;1507.67;3124.15;0.0855611;1.77155;5.28614;0.757073;0.090199;0.0178127;0.00951106;0.0722236;567.531;70.5863;4.11336;0.0631767;0.289977;558.133;3.31433;84.4426;0.70447;139528;444332;15533.4;0.090361;1.90176;0.389988;0.00869406;468.926;4.79131;0.0444666;0.0581819;0.00938178;0.000103764;9.23178;9.01936;0.0397625;0.0592158;0.0092526;8.51E-05;9.23178;14.6543;8.02883;0.053614;0.0765116;0.208003;0.420301;0.013648;0.976581;2521.35;567.395;4717.39;0.000800556;0.558116;0.380509;0.431491;3.2266;153.425;1.71365;362.39;1.15964;102.035;0.675776;12866;548.295;0.123221;0.128696;0.100668;9.72497;61.2176;0.0306631;0.3306;9.40832;783.402;0.110669;0.112038;0.0849662;9.68103;1935.24;0.326778;10.5346;828.573;0.0768369;5.86712;0.0737858;0.0522462;0.181235;6.50017;1.29944;0.0696411;710.061;0.112054;8.55025;0.198933;0.105703;0.305128;16.3164;2202.63;1318.61;14.6088;10.7375;1.54929;0.0802361;1.18302;0.048056;1927.97;0.168225;0.159281;0.142028;220.116;0.370037;0.118738;0.118905;0.366541;1515.95;1342.4;3254.67;0.0110502;1.07206;0.0646585;0.354712;3137.6;1379.26;16805.8;0.0288798;0.0570549;28.8339;0.0571973;20148.9;0.0520947;0.0581571;5.08833;0.0521931;4.60933;4.5136;1.50697;50.3885;5.4881;3.22923;1.60907;50.3885;9904.85;0.736432;0.472462;0.102926;12.3126;0.323468;61.6206;1314.21;2.4403;1.843;245.67;0.00819469;0.313441;0.320213;0.638595;0.388475;3.68262;754.694;0.0514505;1.17728;0.266458;1325.79;5832.19;367.715;0.022909;0.000777274;0.00625236;0.00381336;256.528;44.5346;0.00366399;0.00102236;0.000591826;0.028546;13.9981;56.9792;0.00322487;0.00102534;0.000618829;0.0321249;13.9981;3.89029
0.464787;0.0543215;0.131001;0.0400566;194.814;1740.43;3744.57;0.48083;0.293954;2.57823;0.0500312;7.86755;4074.92;8474.77;0.0798522;1.56287;4.161;0.611909;0.138678;0.0142657;0.00706049;0.0761752;571.751;58.1534;3.78614;0.0475265;0.246476;567.426;6.33288;72.9491;0.918308;166078;377112;17431.7;0.106749;2.34821;0.367724;0.00973411;440.871;3.18945;0.0395253;0.0551477;0.00976054;0.000117295;6.66339;6.21794;0.0356541;0.0571685;0.00978662;9.79E-05;6.66339;15.9705;4.12761;0.0663455;0.0979053;0.116973;0.469473;0.0235018;1.38651;850.057;542.265;854.989;0.000882498;0.558035;0.303257;0.392905;3.28216;221.998;1.66693;365.773;1.24552;111.844;0.670148;8.00E+06;770.193;0.105821;0.124668;0.0795048;9.6101;125.764;0.0705825;0.462629;11.6909;777.991;0.14122;0.106733;0.102207;11.0387;1656.04;0.359716;7.22137;823.786;0.170699;11.5906;0.133149;0.0920513;0.367263;10.9991;1.30754;0.0968658;776.432;0.183438;12.1362;0.0785041;0.0778822;0.223035;9.83391;2399.18;1139.98;12.3726;9.77477;2.3313;0.0603727;1.00859;0.0488256;1915.71;0.173055;0.161486;0.168708;197.232;0.412537;0.138433;0.140441;0.304993;998.64;1125.94;3372.57;0.0189082;1.69993;0.0146005;0.279285;3378.16;1687.89;25933.6;0.0707785;0.0590505;29.5024;0.05603;18316.3;0.204613;0.0480125;5.2063;0.0520629;6.0972;4.17891;1.25384;81.9228;5.25798;4.06604;1.24135;81.9228;11556.9;0.548545;0.738408;0.134529;13.1382;0.30654;22.3983;922.727;2.81367;2.21678;215.682;0.00890466;0.22696;0.278937;0.461795;0.355236;1.85532;332.882;0.0446313;1.30859;0.225417;1429.01;5515.44;486.745;0.0359821;0.000780826;0.00710006;0.00240222;265.992;42.5014;0.00291921;0.000881252;0.000674824;0.0258779;8.4008;42.0334;0.00316242;0.000818997;0.000590457;0.0259519;8.4008;3.33397
0.483636;0.435208;9.52741;0.514367;1315.54;2.91248;6.02205;0.492487;0.10505;10.0806;0.11529;10.2999;212.196;430.866;0.0775943;1.97251;3.53624;0.69029;0.0877117;0.0128516;0.00946886;0.075501;548.674;85.2535;3.98272;0.0614224;0.216307;599.925;3.19687;73.0149;0.861677;112050;334432;15622.5;0.101829;1.71144;0.390456;0.0108476;436.041;4.04497;0.0403095;0.0579534;0.00932502;7.97E-05;8.09057;4.19637;0.0381062;0.0561293;0.00918271;8.73E-05;8.09057;19.9753;2.06335;0.0522878;0.0768387;0.128275;0.490356;0.0247389;0.575714;811.708;473.882;56.9237;0.000907473;0.564138;0.154135;0.50221;2.82013;162.051;1.71895;385.022;1.16713;172.203;0.766155;118061;650.349;0.129544;0.0966962;0.0932269;11.6263;181.972;0.0876528;0.170735;11.6115;858.96;0.117781;0.111711;0.0993585;16.5667;1894.08;0.403237;17.5392;1122.7;0.194504;15.1215;0.108791;0.138282;0.229542;11.3149;1.11622;0.0781398;378.896;0.0521574;6.38613;0.131293;0.10833;0.690066;8.54608;1759.39;1058.62;17.7729;10.4951;0.240625;0.0551342;1.01264;0.0332046;1175.75;0.175278;0.156641;0.150867;223.343;0.603003;0.198738;0.137291;0.347537;1880.95;1244.7;3391.39;0.0041749;1.73938;0.140555;0.255377;3145.66;1202.42;17972.5;0.0971799;0.0539839;35.6459;0.0556268;18002.3;0.153142;0.0549922;6.29045;0.0573924;5.43924;4.30399;1.62493;66.266;5.27542;4.28803;1.73685;66.266;10652;0.57932;0.623922;0.121239;12.8809;0.393778;65.3562;898.411;2.31926;1.92464;254.784;0.00975098;0.261879;0.223164;0.58718;0.425717;4.30969;519.483;0.0459337;1.15631;0.246868;1223.66;5687.48;437.946;0.0985077;0.000764636;0.00876241;0.00234586;320.162;47.1586;0.00411081;0.00106877;0.000647161;0.0233372;7.33585;59.1905;0.00310567;0.00104143;0.000638433;0.0322398;7.33585;2.75542
0.492775;0.0500889;13.7103;0.0183526;248.373;197.143;400.067;0.483846;0.176201;0.745059;0.372727;68.3349;313.559;648.056;0.0983389;1.05538;4.05012;0.560165;0.126239;0.0183993;0.00855109;0.0689053;539.375;54.2215;4.0971;0.0633776;0.262474;656.217;1.6666;86.8958;0.894732;415989;208827;17495.3;0.141509;2.07647;0.516766;0.0108515;427.068;6.12429;0.0517131;0.0569212;0.00952859;0.000116463;6.83921;7.34967;0.0408106;0.0599903;0.00950249;8.90E-05;6.83921;64.7845;0.995355;0.0455357;0.103032;0.17059;0.623186;0.0209049;5.97075;1020.48;458.629;817.365;0.000753244;0.558652;0.154206;0.364825;3.71412;213.882;1.72042;371.165;1.03042;120.139;0.63499;1.65E+06;706.315;0.100686;0.125662;0.131372;11.3615;86.8498;0.043919;0.2231;19.3615;781.52;0.119351;0.107452;0.116515;9.0474;1890.65;0.447609;17.0108;540.034;0.0870482;10.6296;0.190381;0.0927099;0.386587;14.5153;0.933896;0.0597334;464.743;0.0640552;22.4782;0.139861;0.0873169;0.317889;13.6085;1616.37;905.117;19.1686;8.2928;1.35274;0.0679616;0.977046;0.0323185;1934.02;0.165667;0.198047;0.147487;218.902;0.476959;0.19728;0.128377;0.450252;2218.65;1339.69;3370.48;0.00923589;2.36776;0.110676;0.301355;2605.87;1357.56;20584.2;0.0138372;0.0506776;29.6497;0.0572548;19603.8;0.303546;0.0628651;5.23231;0.0591309;5.6332;3.84246;1.26993;63.1005;6.23201;4.56671;1.17485;63.1005;10654.5;0.592931;0.693527;0.123562;12.9336;0.322558;141.761;1114.34;2.41491;1.9941;215.78;0.0121364;0.268458;0.215577;0.527803;0.469434;4.48498;333.653;0.0481266;1.25055;0.242402;1421.27;5724.36;626.261;0.039275;0.000771611;0.00667782;0.00787044;198.689;39.5936;0.00353295;0.00108677;0.00055554;0.0326356;9.08018;47.8756;0.00465147;0.00111541;0.000520593;0.0288361;9.08018;2.89384
0.472026;0.244456;3.15989;0.357201;19.0256;7.9416;16.8245;0.46676;0.227377;3.25731;0.341753;5.30718;5308.6;11373.3;0.0796895;1.23838;3.2571;0.751205;0.0691876;0.0194783;0.011394;0.0659912;610.389;57.9507;3.41992;0.0556027;0.250606;592.454;2.87155;63.0103;0.789949;197314;304166;18032.3;0.117052;1.87188;0.344704;0.00994299;493.125;10.5575;0.0293671;0.0574417;0.00946233;0.000115085;7.3108;4.31437;0.034909;0.0583659;0.00939695;0.000119268;7.3108;15.7411;9.99209;0.136735;0.0912343;0.159248;0.467534;0.0183884;12.0293;2391.99;398.161;3103.93;0.000847964;0.556171;0.32068;0.400736;2.93224;151.235;1.73091;373.243;0.98205;135.698;0.690523;500943;678.296;0.140694;0.137731;0.0942137;20.4114;30.4273;0.0173418;0.358202;24.9608;789.256;0.125566;0.102537;0.105714;13.226;1724.14;0.452343;9.95271;966.776;0.126758;9.8799;0.0703268;0.159253;0.221587;15.8089;1.74225;0.0616344;801.359;0.142094;9.49407;0.123869;0.107118;0.285793;9.58622;1182.65;930.876;14.8533;10.8996;0.262168;0.0820181;0.891009;0.0359752;1846.68;0.160271;0.144434;0.148819;229.543;0.450267;0.120104;0.119487;0.41265;2081.65;1352.2;3496.54;0.00602083;1.27888;0.0230623;0.240882;1829.77;1334.92;23438.6;0.0163022;0.0515811;20.8125;0.0561351;20018;0.0233444;0.0498135;3.6728;0.0612319;5.2707;3.49606;1.70991;82.158;6.8755;3.68258;1.46792;82.158;10847;0.570386;0.707352;0.111431;15.9174;0.284063;40.4695;1233.63;2.6274;1.88334;263.198;0.0100892;0.287439;0.216202;0.401051;0.352451;8.62343;731.538;0.0448933;1.14863;0.32761;837.585;5321.39;335.274;0.0134293;0.000780525;0.0068429;0.00139342;246.496;48.7897;0.00330206;0.000948556;0.000754687;0.0285283;8.62177;52.3372;0.0029957;0.00108043;0.000546952;0.0347383;8.62177;2.59817
0.476789;0.0928188;4.09877;0.17358;69.9959;453.589;951.342;0.473107;4.25529;1.73441;0.109412;4.7295;21.1782;44.7641;0.0854461;1.56207;2.7908;0.751968;0.0846066;0.0145969;0.0102162;0.0748336;860.876;64.1046;4.229;0.0638561;0.281658;565.631;5.03964;65.0983;0.884726;351701;204554;16441.9;0.107705;2.13541;0.325107;0.0112686;460.894;3.39158;0.0402938;0.0585353;0.00932257;9.01E-05;7.89641;7.01092;0.045944;0.0565152;0.00907477;9.92E-05;7.89641;65.3587;1.2495;0.0998382;0.12192;0.15102;0.440613;0.0238233;1.25362;836.1;369.243;1181.24;0.000906905;0.564393;0.215233;0.42045;4.36895;265.906;1.63231;375.923;1.17394;118.539;0.773037;6920.25;744.703;0.122915;0.127794;0.107768;15.0715;161.593;0.0909341;0.425894;12.7146;621.377;0.16805;0.123447;0.100515;17.7349;1615.44;0.330823;7.24226;552.868;0.063309;8.93164;0.0763464;0.117307;0.397121;18.1292;1.44194;0.0204385;383.607;0.129911;8.16014;0.185403;0.108712;0.323621;16.8739;862.16;1132.5;14.9942;11.4502;1.53073;0.0578821;1.0695;0.0355961;1881.66;0.161625;0.146721;0.171923;206.019;0.433938;0.224906;0.0946117;0.343704;2014.18;1290.61;3446.13;0.000991501;1.70664;0.225597;0.193712;3055.09;1415.36;24195.1;0.0405233;0.0556855;22.4124;0.0564204;16281.9;0.038417;0.0392535;3.95513;0.0520475;5.21561;3.57259;1.27888;80.8365;5.17577;3.70139;1.54773;80.8365;11656;0.677609;0.769817;0.13205;13.163;0.408261;42.1673;561.967;2.44844;1.93117;236.739;0.00757334;0.26227;0.19217;0.532867;0.368003;11.5412;1616.84;0.0484091;1.16976;0.276793;1195.25;5842.36;412.301;0.0542323;0.0007699;0.00706076;0.00114617;207.241;53.7798;0.00380803;0.00100947;0.000579037;0.0314338;7.38109;49.8448;0.00318634;0.00095852;0.000620512;0.0295376;7.38109;2.36823
0.462578;0.212259;9.67413;7.20207;77.9524;676.448;1462.34;0.505503;0.417553;3.03145;0.641496;6.03016;343.555;679.63;0.101875;1.46924;3.76507;0.707471;0.0603686;0.0121937;0.00955076;0.057038;461.159;50.9132;4.87376;0.0628248;0.288943;577.263;2.25543;67.3691;0.91836;198993;141985;18825.8;0.0899358;2.66749;0.375413;0.0081053;497.977;6.70158;0.0391451;0.0581353;0.00922648;9.58E-05;7.31692;24.729;0.036909;0.0592519;0.00959476;0.000121169;7.31692;47.2653;1.01245;0.0425282;0.130641;0.148063;0.430218;0.0192503;0.633928;624.677;585.766;1676.17;0.000809367;0.561685;0.18543;0.470777;4.34449;182.416;1.69637;357.727;0.992316;106.407;0.662188;1.40E+07;750.321;0.125158;0.145444;0.0856645;9.3388;110.328;0.0576268;0.994475;13.5929;861.349;0.114131;0.116572;0.0941634;17.6664;1804.19;0.226572;19.5467;408.049;0.19881;7.01503;0.102815;0.0804015;0.348329;10.4074;0.770708;0.0799812;527.617;0.0439253;23.4152;0.110987;0.0790706;0.340477;16.2557;1718.59;984.837;16.7494;7.46692;1.77272;0.0709558;0.953558;0.046954;1802.68;0.176098;0.149845;0.152436;221.205;0.50696;0.122833;0.112343;0.382858;2228.75;1303.05;3229.56;0.00699656;1.6267;0.0744228;0.22306;3089.46;1452.59;18044;0.0535569;0.0480343;32.6846;0.0596631;22500.3;0.0847022;0.0533866;5.76787;0.0540762;5.18985;4.42004;1.11128;80.1382;6.5926;4.31116;1.44685;80.1382;11008.3;0.601241;0.579445;0.0848647;17.5238;0.349164;111.711;987.567;2.59511;1.81217;213.689;0.0119897;0.202339;0.217761;0.55114;0.341891;8.03479;1162.63;0.0458925;1.20391;0.174626;1930.97;6103.07;365.057;0.328928;0.000759911;0.00718805;0.00393821;281.831;45.2751;0.00315306;0.00100715;0.000546253;0.0400081;11.1833;50.1346;0.00340699;0.000909654;0.00055645;0.0363639;11.1833;3.21038
0.471046;0.243592;0.798931;1.14852;878.51;132.96;282.265;0.468694;0.149984;9.12078;0.031322;140.607;879.146;1875.73;0.0848667;1.65193;4.40407;0.66433;0.103189;0.0173276;0.00954908;0.0634184;604.205;23.4941;4.63747;0.0468382;0.25845;639.623;3.97683;60.4927;0.887087;239663;309171;16646;0.102494;1.79678;0.352783;0.0101267;469.971;3.22438;0.0416288;0.057451;0.00917831;9.66E-05;5.95502;8.5143;0.0437808;0.0582797;0.0096879;8.00E-05;5.95502;70.4071;3.68229;0.0675668;0.149199;0.170621;0.513172;0.0162774;20.8983;967.202;401.056;2678.69;0.000804532;0.560978;0.2023;0.373065;4.32707;251.492;1.64102;368.265;0.997717;131.012;0.592369;50523.8;642.943;0.120582;0.0858025;0.0772681;11.7311;110.568;0.0575429;0.565059;11.7586;801.853;0.14454;0.107257;0.091402;11.4817;1810.92;0.375347;17.8451;292.032;0.156548;18.2548;0.0755546;0.156422;0.724483;11.92;2.43757;0.0178662;631.484;0.10343;10.3842;0.10144;0.126308;0.226691;14.584;1846.58;1151.98;13.5106;11.9449;1.08712;0.0614853;1.01962;0.033052;2093.23;0.169743;0.154088;0.158553;164.625;0.392326;0.119203;0.119811;0.438409;1849.34;1301.23;3287.77;0.019539;1.30066;0.165751;0.291571;2740.43;1264.67;20174.8;0.099152;0.042566;36.1595;0.0528401;23663;0.265577;0.0412618;6.38109;0.0539074;7.29175;3.94161;1.40528;58.4229;6.37087;3.6876;1.51714;58.4229;12812.2;0.6389;0.613973;0.117961;15.5859;0.416291;36.6779;997.981;2.22209;2.09501;238.249;0.00885408;0.25079;0.276987;0.450964;0.30085;17.4831;3269;0.0476347;1.18938;0.234482;1341.95;5553.95;392.565;0.264537;0.000761888;0.00691117;0.00075936;222.58;43.9793;0.00329575;0.00104668;0.000527257;0.0261033;7.33895;45.6964;0.00349217;0.000930125;0.000550053;0.0240174;7.33895;2.49867
0.478342;0.0792558;2.73015;0.14321;5.15617;11571.4;24190.5;0.478965;0.702376;9.0127;0.092437;0.916764;790.35;1650.12;0.0922642;1.23037;2.35457;0.580221;0.10787;0.0166145;0.00838028;0.0757613;341.988;42.2572;3.99872;0.0606262;0.214784;603.476;1.65733;89.6395;0.71884;567310;221955;17520.1;0.0886452;2.33006;0.375067;0.011702;447.578;4.66839;0.034765;0.0591838;0.00925343;9.60E-05;9.16723;7.4698;0.0397875;0.0573161;0.00934603;9.10E-05;9.16723;74.7441;4.22805;0.0556761;0.084096;0.137314;0.434156;0.0238472;1.33785;833.88;508.923;24.8425;0.000833869;0.542821;0.168088;0.368808;3.69139;212.372;1.71597;351.114;1.03769;122.09;0.872173;389492;779.969;0.159541;0.104976;0.104265;9.4614;174.963;0.0947712;0.413661;8.78141;807.293;0.124025;0.111542;0.0945846;8.91428;1671.2;0.423872;17.3945;788.198;0.0749451;17.9734;0.100111;0.0775908;0.346071;17.3209;0.792322;0.0999221;297.493;0.0873922;25.6391;0.0807626;0.0722308;0.468301;8.57869;1104.93;1217.13;16.1328;16.8066;5.95074;0.0670119;1.15674;0.0375413;1931.94;0.166761;0.156669;0.143418;216.354;0.430449;0.140333;0.115649;0.327569;1388.75;1150.55;3328.52;0.00180657;1.63477;0.0104654;0.300089;3182.52;1190.07;19527.6;0.300859;0.0384739;31.9694;0.0576362;23383.1;0.00864736;0.0437576;5.64167;0.0603929;4.17332;4.22473;1.5577;63.9551;5.06954;4.73166;1.73427;63.9551;8828.08;0.765298;0.652046;0.105078;14.4106;0.367254;38.399;897.955;2.66775;1.86291;221.393;0.0114967;0.208516;0.265554;0.635297;0.393422;14.2893;2556.04;0.0476311;1.15191;0.255105;1041.7;4843.43;405.249;0.26733;0.000763026;0.00762201;0.00102729;233.434;47.9115;0.00425102;0.00108055;0.00054201;0.0285182;11.8123;34.926;0.00373831;0.00113603;0.000589281;0.031913;11.8123;3.11198
