AK_c_Keq;AK_c_KmADP;AK_c_KmAMP;AK_c_KmATP;AK_c_Vmax;AK_c_k1;AK_c_k2;AK_g_Keq;AK_g_KmADP;AK_g_KmAMP;AK_g_KmATP;AK_g_Vmax;AK_g_k1;AK_g_k2;ALD_g_Keq;ALD_g_KiADP;ALD_g_KiAMP;ALD_g_KiATP;ALD_g_KiGA3P;ALD_g_KmDHAP;ALD_g_KmFru16BP;ALD_g_KmGA3P;ALD_g_Vmax;ATPu_c_k;ENO_c_Keq;ENO_c_Km2PGA;ENO_c_KmPEP;ENO_c_Vmax;FruT_c_KmFru;FruT_c_Vmax;FruT_c_alpha;FruT_g_k1;FruT_g_k2;G3PDH_g_Keq;G3PDH_g_KmDHAP;G3PDH_g_KmGly3P;G3PDH_g_KmNAD;G3PDH_g_KmNADH;G3PDH_g_Vmax;G6PDH_c_Keq;G6PDH_c_Km6PGL;G6PDH_c_KmGlc6P;G6PDH_c_KmNADP;G6PDH_c_KmNADPH;G6PDH_c_Vmax;G6PDH_g_Keq;G6PDH_g_Km6PGL;G6PDH_g_KmGlc6P;G6PDH_g_KmNADP;G6PDH_g_KmNADPH;G6PDH_g_Vmax;G6Pbb_c_Vmax;G6Pbb_c_KmGlc6P;GAPDH_g_Keq;GAPDH_g_Km13BPGA;GAPDH_g_KmGA3P;GAPDH_g_KmNAD;GAPDH_g_KmNADH;GAPDH_g_KmPi;GAPDH_g_Vmax;GAPDH_g_Vrmax;GDA_g_k;GK_g_Keq;GK_g_KmADP;GK_g_KmATP;GK_g_KmGly;GK_g_KmGly3P;GK_g_Vmax;GPO_c_KmGly3P;GPO_c_Vmax;GlcT_c_KmGlc;GlcT_c_Vmax;GlcT_c_alpha;GlcT_g_k;HXK_c_Keq;HXK_c_KmADP;HXK_c_KmATP;HXK_c_KmGlc;HXK_c_KmGlc6P;HXK_c_Vmax;HXK_c_Vmaxpc;HXK_c_KiFru;HXK_c_KiFru6P;HXK_g_Keq;HXK_g_KmADP;HXK_g_KmATP;HXK_g_KmGlc;HXK_g_KmGlc6P;HXK_g_Vmax;HXK_g_KiFru;HXK_g_KiFru6P;HXKfru_c_Keq;HXKfru_c_KiGlc;HXKfru_c_KiGlc6P;HXKfru_c_KmADP;HXKfru_c_KmATP;HXKfru_c_KmFru;HXKfru_c_KmFru6P;HXKfru_c_Vmax;HXKfru_c_Vmaxpc;HXKfru_g_Keq;HXKfru_g_KiGlc;HXKfru_g_KiGlc6P;HXKfru_g_KmADP;HXKfru_g_KmATP;HXKfru_g_KmFru;HXKfru_g_KmFru6P;HXKfru_g_Vmax;PFK_g_Keq;PFK_g_Ki1;PFK_g_Ki2;PFK_g_KmADP;PFK_g_KmATP;PFK_g_KmFru6P;PFK_g_KsATP;PFK_g_Vmax;PGAM_c_Keq;PGAM_c_Km2PGA;PGAM_c_Km3PGA;PGAM_c_Vmax;PGI_g_Keq;PGI_g_Ki6PG;PGI_g_KmFru6P;PGI_g_KmGlc6P;PGI_g_Vmax;PGI_g_Vrmax;PGK_g_Keq;PGK_g_Km13BPGA;PGK_g_Km3PGA;PGK_g_KmADP;PGK_g_KmATP;PGK_g_Vmax;PGK_g_Vrmax;PGL_c_Keq;PGL_c_Km6PG;PGL_c_Km6PGL;PGL_c_Vmax;PGL_c_k;PGL_g_Keq;PGL_g_Km6PG;PGL_g_Km6PGL;PGL_g_Vmax;PGL_g_k;PPI_c_Keq;PPI_c_KmRib5P;PPI_c_KmRul5P;PPI_c_Vmax;PPI_g_Keq;PPI_g_KmRib5P;PPI_g_KmRul5P;PPI_g_Vmax;PYK_c_Keq;PYK_c_KiADP;PYK_c_KiATP;PYK_c_KmADP;PYK_c_KmATP;PYK_c_KmPEP;PYK_c_KmPyr;PYK_c_Vmax;PYK_c_n;PyrT_c_KmPyr;PyrT_c_Vmax;RK_g_Keq;RK_g_KmADP;RK_g_KmATP;RK_g_KmRib;RK_g_KmRib5P;RK_g_Vmax;RK_g_Vrmax;TPI_g_Keq;TPI_g_KmDHAP;TPI_g_KmGA3P;TPI_g_Vmax;TPI_g_Vrmax;TR_c_Keq;TR_c_KmNADP;TR_c_KmNADPH;TR_c_KmTS2;TR_c_KmTSH2;TR_c_Vmax;_6PGDH_c_Keq;_6PGDH_c_Km6PG;_6PGDH_c_KmNADP;_6PGDH_c_KmNADPH;_6PGDH_c_KmRul5P;_6PGDH_c_Vmax;_6PGDH_g_Keq;_6PGDH_g_Km6PG;_6PGDH_g_KmNADP;_6PGDH_g_KmNADPH;_6PGDH_g_KmRul5P;_6PGDH_g_Vmax;GAPDH_g_inhib
0.482289;0.392234;4.13309;0.937318;1981.65;44.963;93.2284;0.482042;0.106068;5.25863;0.173515;1.37832;717.649;1488.77;0.0870954;1.33696;4.01499;0.831784;0.112021;0.0136931;0.00944389;0.061304;425.769;101.347;4.73807;0.0537273;0.257746;616.56;4.82889;62.5195;0.839983;156362;165216;15568;0.0918414;2.19844;0.435763;0.0119371;482.998;4.23867;0.035504;0.0572133;0.00927487;7.42E-05;8.48565;4.29248;0.0326073;0.0583748;0.00941314;8.09E-05;8.48565;76.9677;7.78032;0.0845577;0.13769;0.169867;0.513719;0.0217343;0.922984;1292.21;529.366;402.187;0.000773326;0.552066;0.234031;0.39666;3.89871;195.199;1.70155;367.908;1.10102;111.021;0.717402;3.03E+06;961.194;0.11252;0.108713;0.116029;7.9936;69.874;0.0378948;0.309757;15.4556;1013.43;0.144203;0.117437;0.090947;14.2702;1774.02;0.204954;9.44191;797.518;0.141469;7.83419;0.12604;0.0672213;0.23689;9.26234;0.881819;0.0854999;459.695;0.063775;21.548;0.092834;0.0907213;0.312385;7.54946;3724.53;1007.27;16.4752;8.09186;3.71699;0.0788565;0.937147;0.0344607;1665.24;0.165359;0.1529;0.157969;230.761;0.508528;0.175807;0.133071;0.435535;2205.25;1338.34;3361.15;0.00294691;3.03132;0.0448973;0.237621;2982.79;1163.08;26094.2;0.0805753;0.0601224;27.5147;0.0576063;20005.8;0.00433007;0.0449102;4.85554;0.0545947;5.1357;3.74409;1.25062;50.5167;4.11579;3.84463;1.45736;50.5167;10382.2;0.707267;0.608794;0.119578;14.943;0.368148;45.7975;922.764;2.54739;2.05641;241.257;0.0122807;0.292216;0.226526;0.436908;0.417571;45.4169;2999.63;0.0486566;1.21505;0.244296;1299.29;5368.9;490.151;0.0426012;0.000754988;0.00648885;0.00280752;222.163;46.6528;0.00382152;0.000767344;0.000555379;0.027327;9.95901;57.3049;0.00320484;0.00119731;0.000637001;0.0309083;9.95901;3.59698
0.473594;1.54356;2.90792;0.24205;91.399;2000.12;4223.27;0.497542;0.333807;3.62792;0.0722876;0.0328728;1377.79;2769.21;0.0792172;1.94039;2.69227;0.75552;0.0759074;0.0154145;0.00870808;0.0565281;596.263;90.7473;4.63716;0.0486729;0.206122;664.964;3.1422;79.3439;0.727958;225518;344085;17015.7;0.0902008;1.8919;0.351035;0.0114484;470.972;7.80072;0.0493269;0.0575583;0.00909067;9.44E-05;9.5067;8.52453;0.0392241;0.0589691;0.00932804;0.000115118;9.5067;51.3748;9.98884;0.0572678;0.097161;0.118642;0.598755;0.0227063;0.118296;928.601;508.665;1048.64;0.000827012;0.545052;0.263789;0.353779;3.6756;173.066;1.71824;376.771;0.869086;108.753;0.738508;1521.5;659.062;0.114301;0.1107;0.0923013;17.9768;63.7803;0.0370925;0.138368;18.1183;729.308;0.136746;0.124864;0.088496;13.7673;1655.71;0.11896;6.93456;563.898;0.0641019;8.17728;0.169612;0.0872787;0.490757;4.1601;1.50941;0.0142771;558.101;0.125705;13.5138;0.180689;0.104466;0.323922;8.44552;1465.1;1198.97;19.0317;8.28509;13.9764;0.0577216;1.20017;0.0386692;1662.27;0.172003;0.162233;0.15724;195.18;0.546338;0.0950378;0.118007;0.445;2311.55;1133.33;3509.08;0.00535941;1.73659;0.508426;0.289443;4110.52;1045.85;19743.7;0.0179798;0.0450061;33.3571;0.0540812;19526.3;0.0306873;0.0537056;5.88655;0.0559033;5.87854;3.36282;1.22373;92.8612;5.93853;3.40423;1.39702;92.8612;11204.4;0.466136;0.74621;0.113504;16.4998;0.352493;55.1005;1196.1;2.54481;2.08979;234.069;0.0119032;0.227354;0.221105;0.558036;0.338376;19.9618;2689.64;0.0481156;1.18325;0.22651;1469.93;5848.19;414.768;0.072059;0.000779857;0.0072289;0.00184496;204.865;45.8138;0.00391498;0.000940703;0.000582009;0.0369221;9.70412;45.6374;0.00404631;0.000985703;0.000572068;0.02548;9.70412;3.17033
0.478106;1.00284;1.97946;0.252949;3550.28;51.6314;107.991;0.460403;0.154102;0.515612;0.0585611;2478.58;487.861;1059.64;0.0750036;1.33009;4.93172;0.754593;0.105165;0.0138783;0.00907875;0.0875907;681.281;51.5079;4.44917;0.0363928;0.238045;617.337;3.04085;71.9124;0.888852;388584;261202;17523.5;0.078635;2.03256;0.388097;0.00906422;465.136;7.08722;0.0398502;0.056921;0.00929726;8.38E-05;7.89389;4.81405;0.0325094;0.0577533;0.00954651;0.000101123;7.89389;55.5127;5.6361;0.0744542;0.14261;0.156275;0.532195;0.0151508;5.65335;1223.9;431.367;473.411;0.000805149;0.563316;0.219265;0.49112;4.11645;208.442;1.71824;366.984;0.974282;91.7296;0.748782;27615.7;518.972;0.134703;0.129968;0.110153;10.118;86.6379;0.0472613;0.298194;10.1394;909.222;0.121008;0.105497;0.106614;9.69738;1746.53;0.42336;8.527;848.577;0.0913594;10.2808;0.0822062;0.171425;0.255854;8.09814;0.559422;0.0571476;755.689;0.101239;11.799;0.07228;0.335362;0.444073;9.1978;2420.36;965.792;19.4807;8.9878;0.200802;0.0666284;0.91081;0.0462963;1476.66;0.167986;0.136521;0.167819;264.257;0.432737;0.12632;0.119953;0.331818;1640.74;1384.5;3414.66;0.000609467;1.30754;0.037321;0.394644;3118.23;1197.16;22052.4;0.024951;0.0546511;28.6608;0.0518743;16433.5;0.0147458;0.0644992;5.05779;0.0514575;4.90404;4.32378;1.31928;54.9751;5.72429;4.39321;1.7787;54.9751;10817.4;0.518078;0.626139;0.106959;14.6765;0.314579;70.9886;948.111;2.54042;2.14315;287.992;0.0119435;0.195452;0.230949;0.475656;0.461753;18.3959;1874.78;0.047908;1.12669;0.214781;1385.49;5512.97;591.742;0.484155;0.000780054;0.00724423;0.00449508;262.327;36.2703;0.00310561;0.000993413;0.000607973;0.0378361;7.91697;42.4066;0.00355405;0.00092895;0.000603259;0.0321353;7.91697;2.73537
0.473367;0.464788;3.80386;0.321621;154.761;58.4469;123.471;0.476093;0.217106;1.37613;0.0643553;2607.13;12.6803;26.634;0.0722464;1.76002;2.90238;0.726527;0.114746;0.0174576;0.0104297;0.0530012;685.917;60.9493;4.6542;0.0671446;0.24838;605.682;4.95843;83.1854;0.930873;174156;204125;16016.1;0.10898;2.04153;0.484367;0.00777827;477.99;5.75159;0.0423898;0.0570415;0.00939994;0.000104033;6.19721;6.58615;0.0353256;0.0584567;0.00953953;0.000133182;6.19721;7.6321;5.69962;0.0545775;0.0897137;0.171574;0.471836;0.0168417;0.567348;1726.84;596.492;1141.72;0.000910536;0.568885;0.28867;0.479134;3.50417;181.481;1.70314;361.228;1.09724;97.3264;0.763897;9594.63;671.522;0.126124;0.119562;0.0919578;9.18384;148.127;0.0770541;0.794096;20.8838;690.714;0.129598;0.12273;0.0921333;14.1027;1774.25;0.405841;16.705;588.032;0.137214;11.029;0.0838201;0.112864;0.336748;6.84063;1.58726;0.0112287;515.486;0.154098;12.909;0.118114;0.0839788;0.24669;21.4484;1929.77;927.452;17.6125;15.1127;0.701979;0.0523918;0.890677;0.0338396;1383.33;0.172432;0.172763;0.147978;203.586;0.421445;0.186167;0.12686;0.390476;1584.39;1233.72;3390.73;0.00379578;0.860076;0.0650104;0.242722;3242.85;1770.79;24196.4;0.0335798;0.0428507;22.5799;0.0521678;18265.5;0.0901308;0.0541576;3.98469;0.0544593;5.97562;3.97693;1.37826;70.1252;5.59129;4.53597;1.19001;70.1252;8521.94;0.694122;0.595328;0.138859;17.0583;0.391023;60.6134;1176.29;2.80128;2.11614;204.944;0.0131769;0.246629;0.182264;0.453704;0.467878;21.4001;1163.85;0.0450606;1.18881;0.244735;1278.07;5839.04;473.964;0.0265208;0.000764507;0.00639602;0.00238598;267.095;43.7144;0.00440885;0.000998068;0.000440785;0.0272958;11.7417;39.2272;0.00349598;0.000956604;0.000589705;0.0337791;11.7417;3.33674
0.469639;0.145021;0.70454;0.102365;72.0345;13656.9;29079.6;0.469831;0.0749492;0.853085;0.718604;1.8938;42964.3;91446.3;0.0702468;2.15478;2.50048;0.629909;0.101585;0.0160821;0.00953295;0.0542534;638.371;69.9956;5.19144;0.0414407;0.199278;541.71;3.30044;70.388;0.644876;329608;236326;14498.3;0.0839075;1.89169;0.457611;0.0111527;476.452;4.1948;0.0329002;0.0559603;0.00917317;9.28E-05;9.35433;9.86407;0.0358886;0.0608595;0.0095268;9.42E-05;9.35433;33.477;1.60008;0.0399463;0.0898319;0.134325;0.447107;0.0167465;0.352106;871.23;551.836;178.091;0.000879921;0.569466;0.276072;0.435204;3.5678;224.774;1.72436;364.624;1.2085;87.2523;0.690507;4.87E+06;610.48;0.121072;0.0970736;0.100629;15.2062;32.1136;0.0150431;0.294796;10.7424;839.37;0.138922;0.104291;0.102535;11.7286;2102.66;0.425172;21.0106;521.19;0.0458253;6.29654;0.163199;0.0641998;0.418162;10.0244;0.992769;0.0151289;753.22;0.0703443;20.4388;0.175316;0.0918509;0.486032;12.5386;2606.65;1070.21;12.7743;14.8801;0.589428;0.0562603;0.883798;0.0387997;1771.29;0.175233;0.158016;0.138367;191.829;0.50135;0.0967876;0.114558;0.380857;2005.86;1215.59;3342.59;0.00226229;1.60401;0.854225;0.191782;2969.48;1214.87;18240;0.0145345;0.0380501;28.3866;0.0516813;21493.6;0.00413611;0.0475392;5.0094;0.0571489;5.57513;5.11416;1.46339;89.1805;6.06129;4.95383;1.60205;89.1805;11592.1;0.751014;0.555657;0.131851;17.3967;0.339969;66.5345;1145.39;2.28504;2.01244;241.245;0.00879922;0.222865;0.25119;0.49665;0.379791;5.38878;902.636;0.0451638;1.21097;0.251866;1224.73;5640.04;455.1;0.198124;0.00076827;0.00739064;0.000616251;272.624;55.7455;0.00439792;0.0010972;0.000709811;0.0302484;10.8508;45.4621;0.00317993;0.00102802;0.000782974;0.0266832;10.8508;3.41599
0.48253;0.127549;2.38614;2.03514;618.725;12.5674;26.0447;0.505646;0.91499;0.936583;0.0901719;0.0641633;728.232;1440.2;0.0640408;1.29376;2.95968;0.675836;0.0867695;0.015382;0.00936783;0.105833;391.049;33.9886;4.74197;0.045976;0.195546;584.783;2.59169;66.4338;0.704486;151439;291040;15651.7;0.102607;1.76395;0.440691;0.00846462;425.824;14.8912;0.0444585;0.058649;0.00951706;8.62E-05;9.11391;2.77718;0.0501019;0.057981;0.00925123;0.00011593;9.11391;57.7164;6.68907;0.0559859;0.0532548;0.144771;0.609992;0.0177966;1.42228;2860.42;553.868;40.0019;0.00071786;0.561804;0.231576;0.413879;4.01001;166.351;1.72775;364.024;1.25325;107.569;0.858926;171865;762.943;0.117039;0.108396;0.0987268;7.84512;75.2443;0.0423608;0.242184;14.5702;790.837;0.134247;0.118482;0.110734;10.6935;1701.03;0.309523;15.2138;541.239;0.140543;19.3738;0.15597;0.052679;0.292715;10.5806;1.52608;0.0211951;557.35;0.0802483;19.8437;0.114629;0.448856;0.177065;6.69198;1900.51;1041.64;15.5747;14.7297;0.471846;0.0822206;0.977686;0.0423618;1871.63;0.176328;0.151154;0.146156;245.202;0.508339;0.156449;0.115067;0.403344;2332.12;1322.01;3483.68;0.0122455;1.91277;1.97999;0.255471;2785.55;1017.13;16734.8;0.0256942;0.048034;29.5423;0.0557963;16318.3;0.0176245;0.0508036;5.21335;0.0559068;7.19809;4.322;1.38487;94.3185;4.6069;4.6026;1.5065;94.3185;10305.3;0.627271;0.991165;0.1231;15.826;0.27526;30.773;938.445;2.69581;1.86368;220.226;0.00799918;0.297908;0.305033;0.559236;0.366527;1.79345;350.267;0.0457015;1.14747;0.237357;1175.42;5320.13;457.28;0.0242185;0.000774785;0.00635457;0.000312075;260.46;45.4299;0.00382744;0.00100043;0.000629543;0.0294317;12.3461;52.7143;0.00319577;0.00132603;0.000606706;0.0267058;12.3461;3.32851
0.449866;0.283328;6.45668;0.29754;39.8521;583.288;1296.58;0.496511;0.781547;1.47442;0.436634;11.2501;1296.06;2610.33;0.11598;1.55483;3.42548;0.772681;0.0640582;0.0132729;0.00932211;0.0677758;424.912;45.7678;3.72657;0.0485266;0.25258;609.328;7.33044;68.1757;0.397607;265826;174335;14400.1;0.0755305;1.99529;0.445706;0.0107698;428.848;10.0631;0.0365603;0.0578586;0.0095672;0.000106678;7.68702;4.16226;0.0471998;0.0574116;0.00936304;0.000119197;7.68702;85.5176;6.40806;0.0887813;0.0945653;0.17709;0.426423;0.0155735;0.398314;1727.76;383.363;3390.95;0.000832248;0.562983;0.308898;0.362543;2.98309;197.338;1.61538;372.94;1.20323;115.756;0.830254;34259.4;732.105;0.131478;0.130236;0.109366;11.5565;115.606;0.0585519;0.28851;8.72503;735.395;0.112193;0.149662;0.103802;16.2968;1858.82;0.277309;14.1706;900.923;0.0503922;8.91708;0.137855;0.144785;0.271071;40.0889;0.6485;0.06978;806.243;0.0868035;15.9665;0.119707;0.30669;0.365723;5.03467;3598.94;757.584;14.5685;6.50098;2.55037;0.067379;1.05825;0.0362965;2151.6;0.167638;0.145434;0.134615;210.101;0.482226;0.121423;0.123368;0.356481;1950.46;1413.9;3313.71;0.00104299;1.41282;0.159614;0.28252;2067.64;1342.24;24338.9;0.750626;0.0452026;23.1489;0.0576316;24831.8;0.626762;0.0439495;4.0851;0.0574639;5.24276;4.45941;1.39259;73.4008;4.20009;4.40968;1.41468;73.4008;9903.1;0.422986;0.95086;0.120206;14.3475;0.449252;27.6347;1217.31;2.1876;2.01664;245.351;0.00816476;0.288614;0.175441;0.488171;0.362246;7.82104;784.7;0.0490533;1.17164;0.249012;1381.86;5987.16;480.003;0.0434628;0.000765494;0.00687816;0.00235291;333.001;41.6381;0.0040068;0.00117473;0.000600553;0.0276246;11.0518;58.8239;0.003403;0.00104023;0.000558406;0.0237186;11.0518;2.60814
0.468967;0.0689375;2.77969;0.0641758;1384.82;78033.8;166395;0.491077;0.0900145;24.562;0.119904;4243.67;25.5645;52.058;0.0738236;1.43458;3.8158;0.615707;0.116685;0.017105;0.00759235;0.0600324;491.722;70.1454;4.62199;0.0600581;0.213979;584.069;4.85706;68.3458;0.827317;203988;375326;17515.3;0.0808459;1.70006;0.440788;0.0121309;488.927;1.72578;0.040635;0.0580595;0.00907338;0.00010256;7.26092;11.0046;0.0414254;0.0568721;0.00931582;9.71E-05;7.26092;24.1224;3.34368;0.0774242;0.08221;0.149882;0.438704;0.0209365;0.418318;1287.44;439.665;32.8557;0.00079084;0.546359;0.206977;0.4566;3.07579;153.754;1.70249;366.957;1.18504;125.225;0.819431;108296;736.047;0.119479;0.120099;0.0964637;8.49653;134.145;0.0697721;0.510666;11.4626;704.284;0.119594;0.129468;0.130882;11.8597;1788.47;0.307922;11.9397;881.435;0.121911;15.8627;0.104824;0.0995196;0.311765;8.68699;1.19527;0.0993293;689.316;0.0805708;19.109;0.220621;0.13279;0.207827;23.7377;1713.76;938.671;15.2121;12.9622;1.20151;0.0543081;0.861879;0.0377132;1910.86;0.173674;0.177991;0.134565;194.568;0.505458;0.139226;0.115376;0.365439;2045.32;1290.45;3375.45;0.000638428;1.04218;0.0999807;0.257718;3207.54;1964.95;24420.4;0.212734;0.0373913;29.0877;0.0529686;20025.7;0.201462;0.050873;5.13313;0.0489393;5.29785;3.912;1.25831;76.1436;5.75223;3.60639;1.37014;76.1436;13820.2;0.798776;0.641219;0.121556;14.9281;0.311062;33.2387;914.01;2.9303;2.01364;224.498;0.00933324;0.224339;0.273097;0.595592;0.39096;13.4457;2671.66;0.0472297;1.17324;0.343241;951.152;5891.76;442.235;0.0837112;0.000766387;0.00698951;0.000157056;212.582;49.8409;0.00358113;0.0011369;0.000563282;0.030515;11.31;46.2643;0.00464473;0.00104586;0.000575164;0.0242809;11.31;3.06525
0.482647;0.470067;1.47545;0.16046;80.3322;183.016;379.193;0.465608;0.219261;1.33735;0.0262184;46.7594;73.8609;158.633;0.0682851;1.39676;3.59412;0.597502;0.0718847;0.0149635;0.0105096;0.0704488;577.781;49.6127;4.12283;0.0444138;0.302597;587.138;5.14305;81.2962;0.774654;179722;216457;17122.2;0.0902747;1.61261;0.37263;0.00797748;494.655;10.4225;0.036507;0.0586089;0.0092253;0.000110441;9.04562;22.6281;0.0402129;0.0586453;0.00952731;8.89E-05;9.04562;88.9236;0.346751;0.0654106;0.127104;0.123445;0.411707;0.0251237;0.90166;603.724;585.787;4053.35;0.00091906;0.557436;0.233955;0.407359;4.97746;196.674;1.6827;371.467;1.12175;118.389;0.955625;14715;768.911;0.10277;0.107069;0.0998349;11.2299;161.605;0.0880768;0.287794;10.4019;767.667;0.119546;0.090963;0.136397;8.93404;1673.21;0.33386;12.6262;874.229;0.0874466;13.4095;0.119977;0.130763;0.387331;9.93733;1.30044;0.0405573;528.684;0.170515;16.736;0.0366607;0.0912651;0.501229;7.70466;1988.14;909.213;20.6453;9.97354;1.20446;0.0606105;0.995942;0.0300094;1919.53;0.165001;0.147594;0.154171;187.655;0.412235;0.143421;0.125272;0.466255;1847.61;1216.36;3274.29;0.00720616;1.81393;0.0911179;0.580062;2658.49;1904.64;22943.1;0.0440849;0.061282;26.188;0.0540597;21374.2;0.0497485;0.0546537;4.62142;0.0561964;5.19635;4.3282;1.12105;76.4372;4.58619;3.64518;1.32052;76.4372;9472.59;0.560901;0.502516;0.10924;15.5278;0.279478;17.1315;847.665;2.40747;1.8479;252.725;0.0123792;0.316198;0.283636;0.554612;0.435389;7.14037;659.085;0.0456881;1.09463;0.230331;1268.9;5844.02;417.586;0.107379;0.000765696;0.00718272;0.00567507;291.183;31.0871;0.00310202;0.00081829;0.000679168;0.0279668;14.0417;50.2574;0.00391058;0.000820678;0.00076568;0.0286733;14.0417;3.24491
0.466931;0.49883;4.09008;0.102208;207.908;3.60681;7.72451;0.486119;0.0286657;2.1198;0.493947;46.0184;987.132;2030.64;0.0884316;1.3082;3.93559;1.03815;0.084032;0.0159113;0.00835336;0.0717051;257.699;32.2428;3.80958;0.0558045;0.29332;641.128;5.48887;67.0171;0.877113;188766;275268;16843.3;0.101521;2.12686;0.372514;0.00898519;428.454;9.49961;0.0377114;0.0558062;0.00957895;8.67E-05;7.70629;7.44992;0.0325781;0.0590171;0.00944525;9.94E-05;7.70629;60.7815;8.33238;0.064019;0.10542;0.183432;0.385449;0.0238484;0.31749;839.938;471.242;130.536;0.000820119;0.546598;0.247568;0.548101;3.94541;187.568;1.72433;365.888;1.05679;127.52;0.86744;982.237;852.63;0.142827;0.120963;0.115363;10.6695;130.698;0.0677025;0.352205;10.941;577.83;0.114436;0.118196;0.0939213;11.3314;1799.78;0.207998;9.54707;426.553;0.150343;14.0155;0.143247;0.137738;0.336262;8.48807;0.686299;0.0777961;595.124;0.075804;17.6371;0.186817;0.171523;0.286065;13.8453;1991.07;990.089;11.0419;8.79846;0.023088;0.0736917;0.882939;0.0446346;1598.8;0.181969;0.146513;0.151351;220.689;0.503802;0.123759;0.120412;0.339552;1801.02;1280.52;3371.02;0.000159505;1.8977;0.296465;0.346948;3188.44;1591.26;17128.3;0.0126968;0.0465991;29.1583;0.0516003;16099.6;0.344748;0.03996;5.14558;0.0531369;5.04932;3.58589;1.46019;80.072;4.5002;3.97002;1.51127;80.072;11548.7;0.615018;0.559199;0.112583;15.8216;0.315416;39.0932;1134.66;2.76475;1.80145;211.69;0.009553;0.217408;0.23394;0.444601;0.338861;5.93654;877.348;0.0471685;1.24714;0.252539;1275.27;5474.76;408.689;0.0174405;0.000774261;0.00744702;0.00870317;246.568;40.9343;0.00365273;0.000927373;0.000598772;0.0270053;8.9004;46.284;0.00286503;0.000878566;0.0006892;0.0412061;8.9004;2.96524
0.473123;0.0778145;2.34831;0.0595173;39.6555;5983.31;12646.4;0.489578;0.047131;1.97402;0.0458284;103.984;16.1739;33.0365;0.0767112;1.14369;4.18184;0.604258;0.104336;0.0154121;0.0099511;0.068663;537.87;64.9322;4.09036;0.0667689;0.242291;620.455;3.80802;68.3942;0.944537;213275;676149;16412.1;0.110835;1.85379;0.393112;0.010181;467.949;5.6166;0.0339095;0.0595609;0.00936377;8.40E-05;9.40607;9.71339;0.0333328;0.0569945;0.00923226;0.00011577;9.40607;50.1984;1.16501;0.0731056;0.131373;0.139112;0.570063;0.0174316;27.7379;1400.54;558.815;1209.24;0.00082551;0.568238;0.211343;0.434907;4.86641;177.621;1.7412;366.712;1.16247;116.909;0.735791;2.42E+06;819.708;0.120312;0.105652;0.087961;11.7504;170.079;0.0914732;0.426093;14.2294;761.607;0.120895;0.0981408;0.0953477;11.001;1689.25;0.31308;18.6392;1275.6;0.0596654;15.137;0.15068;0.076485;0.350159;15.1267;0.968661;0.056826;889.884;0.129464;15.7351;0.081625;0.0788873;0.185619;7.15589;2131.02;1044.98;14.275;13.0445;0.151572;0.0668105;1.04881;0.0505527;1898.29;0.161164;0.140894;0.140215;206.33;0.4608;0.155272;0.111062;0.382403;1729.53;1101.09;3403.39;0.00491271;0.87712;0.0792474;0.405227;2088.64;1598.03;24309.9;0.0285594;0.0533878;25.5404;0.0548833;20089.7;0.141007;0.0425551;4.50713;0.0559302;5.25516;4.14418;2.01922;107.225;5.43901;4.30457;1.37336;107.225;11951;0.43346;0.496836;0.105047;14.0346;0.311456;82.8096;1206.66;2.58178;1.78648;229.873;0.0102125;0.23924;0.293607;0.657444;0.424106;6.93792;1292.45;0.044131;1.22455;0.275273;1073.1;5466.19;495.35;0.00995317;0.000765088;0.00651743;0.017721;218.45;49.2669;0.00337816;0.000845627;0.000601452;0.025757;9.21154;37.9706;0.00384471;0.00116107;0.000625113;0.0359577;9.21154;3.36515
