Time	[CI_0,0]	[CI_0,1]	[CI_0,2]	[CI_0,3]	[CN_0,0]	[CN_0,1]	[CN_0,2]	[CN_0,3]	[EN_0,0]	[EN_0,1]	[EN_0,2]	[EN_0,3]	[EWG1_0,0]	[EWG1_0,1]	[EWG1_0,2]	[EWG1_0,3]	[EWG2_0,0]	[EWG2_0,1]	[EWG2_0,2]	[EWG2_0,3]	[EWG3_0,0]	[EWG3_0,1]	[EWG3_0,2]	[EWG3_0,3]	[EWG4_0,0]	[EWG4_0,1]	[EWG4_0,2]	[EWG4_0,3]	[EWG5_0,0]	[EWG5_0,1]	[EWG5_0,2]	[EWG5_0,3]	[EWG6_0,0]	[EWG6_0,1]	[EWG6_0,2]	[EWG6_0,3]	[EWG_T_0,0]	[EWG_T_0,1]	[EWG_T_0,2]	[EWG_T_0,3]	[HH1_0,0]	[HH1_0,1]	[HH1_0,2]	[HH1_0,3]	[HH2_0,0]	[HH2_0,1]	[HH2_0,2]	[HH2_0,3]	[HH3_0,0]	[HH3_0,1]	[HH3_0,2]	[HH3_0,3]	[HH4_0,0]	[HH4_0,1]	[HH4_0,2]	[HH4_0,3]	[HH5_0,0]	[HH5_0,1]	[HH5_0,2]	[HH5_0,3]	[HH6_0,0]	[HH6_0,1]	[HH6_0,2]	[HH6_0,3]	[IWG_0,0]	[IWG_0,1]	[IWG_0,2]	[IWG_0,3]	[PH1_0,0]	[PH1_0,1]	[PH1_0,2]	[PH1_0,3]	[PH2_0,0]	[PH2_0,1]	[PH2_0,2]	[PH2_0,3]	[PH3_0,0]	[PH3_0,1]	[PH3_0,2]	[PH3_0,3]	[PH4_0,0]	[PH4_0,1]	[PH4_0,2]	[PH4_0,3]	[PH5_0,0]	[PH5_0,1]	[PH5_0,2]	[PH5_0,3]	[PH6_0,0]	[PH6_0,1]	[PH6_0,2]	[PH6_0,3]	[PH_T_0,0]	[PH_T_0,1]	[PH_T_0,2]	[PH_T_0,3]	[PTC1_0,0]	[PTC1_0,1]	[PTC1_0,2]	[PTC1_0,3]	[PTC2_0,0]	[PTC2_0,1]	[PTC2_0,2]	[PTC2_0,3]	[PTC3_0,0]	[PTC3_0,1]	[PTC3_0,2]	[PTC3_0,3]	[PTC4_0,0]	[PTC4_0,1]	[PTC4_0,2]	[PTC4_0,3]	[PTC5_0,0]	[PTC5_0,1]	[PTC5_0,2]	[PTC5_0,3]	[PTC6_0,0]	[PTC6_0,1]	[PTC6_0,2]	[PTC6_0,3]	[PTC_T_0,0]	[PTC_T_0,1]	[PTC_T_0,2]	[PTC_T_0,3]	[ci_0,0]	[ci_0,1]	[ci_0,2]	[ci_0,3]	[en_0,0]	[en_0,1]	[en_0,2]	[en_0,3]	[hh_0,0]	[hh_0,1]	[hh_0,2]	[hh_0,3]	[ptc_0,0]	[ptc_0,1]	[ptc_0,2]	[ptc_0,3]	[wg_0,0]	[wg_0,1]	[wg_0,2]	[wg_0,3]
305	0.125273	0.125407	6.69209e-13	0.125408	0.874657	0.874471	3.96874e-07	0.87447	1.51473e-13	5.66404e-13	0.999999	5.60447e-13	0.0577563	0.238975	0.0575104	0.0239024	0.0531265	0.235337	0.0651743	0.0245058	0.0531265	0.235337	0.0651743	0.0245058	0.0577563	0.238975	0.0575104	0.0239024	0.0654153	0.235323	0.0528855	0.0245205	0.0654153	0.235323	0.0528855	0.0245205	0.635228	0.739129	0.634677	0.259829	0.000350804	0.00152112	0.164157	0.0015156	0.000351014	0.00151473	0.163163	0.00153258	0.000351014	0.00151473	0.163163	0.00153258	0.000350804	0.00152112	0.164157	0.0015156	0.000351011	0.00153817	0.163164	0.00150922	0.000351011	0.00153817	0.163164	0.00150922	0.00230928	0.14454	0.00222822	0.000952389	6.54501e-06	2.0808e-05	3.61025e-05	2.07394e-05	2.63035e-05	5.00405e-06	3.08609e-06	0.000331513	2.63035e-05	5.00405e-06	3.08609e-06	0.000331513	6.54501e-06	2.0808e-05	3.61025e-05	2.07394e-05	2.6391e-05	0.00033168	3.07615e-06	5.005e-06	2.6391e-05	0.00033168	3.07615e-06	5.005e-06	0.000118479	0.000714984	8.45296e-05	0.000714514	0.00365302	0.00341766	0.00030206	0.00341542	0.003653	0.0034204	0.000302309	0.00340991	0.003653	0.0034204	0.000302309	0.00340991	0.00365302	0.00341766	0.00030206	0.00341542	0.003653	0.00341214	0.000302309	0.00341816	0.003653	0.00341214	0.000302309	0.00341816	0.021918	0.0205004	0.00181335	0.020487	1	1	9.54864e-13	1	4.72289e-14	1.76604e-13	0.999999	1.74746e-13	0.00134566	0.00579861	0.994808	0.00577751	0.0136866	0.0133491	0.000937086	0.0133411	0.00138647	0.822692	0.000971732	0.000550431
310	0.125346	0.125496	6.94254e-13	0.125498	0.874596	0.874402	3.32852e-07	0.874401	9.01637e-14	3.3715e-13	0.999999	3.33605e-13	0.0577183	0.239203	0.057496	0.0238244	0.0530818	0.23556	0.0651709	0.0244295	0.0530818	0.23556	0.0651709	0.0244295	0.0577183	0.239203	0.057496	0.0238244	0.0653888	0.235547	0.0528639	0.0244428	0.0653888	0.235547	0.0528639	0.0244428	0.635442	0.739526	0.634944	0.25954	0.000322158	0.00139662	0.164313	0.00139155	0.000322341	0.00139098	0.163353	0.00140658	0.000322341	0.00139098	0.163353	0.00140658	0.000322158	0.00139662	0.164313	0.00139155	0.000322337	0.00141171	0.163355	0.00138593	0.000322337	0.00141171	0.163355	0.00138593	0.0022846	0.144644	0.00221136	0.000940258	6.09609e-06	1.94124e-05	3.48679e-05	1.93482e-05	2.45095e-05	4.66702e-06	2.87043e-06	0.000323225	2.45095e-05	4.66702e-06	2.87043e-06	0.000323225	6.09609e-06	1.94124e-05	3.48679e-05	1.93482e-05	2.45911e-05	0.00032339	2.86118e-06	4.66788e-06	2.45911e-05	0.00032339	2.86118e-06	4.66788e-06	0.000110393	0.000694939	8.11991e-05	0.000694481	0.00351573	0.00329269	0.00028697	0.00329055	0.00351571	0.00329534	0.000287208	0.00328523	0.00351571	0.00329534	0.000287208	0.00328523	0.00351573	0.00329269	0.00028697	0.00329055	0.00351571	0.00328737	0.000287208	0.00329319	0.00351571	0.00328737	0.000287208	0.00329319	0.0210943	0.0197508	0.00172277	0.0197379	1	1	9.54864e-13	1	2.81129e-14	1.05123e-13	0.999999	1.04017e-13	0.00123447	0.00531947	0.995237	0.00530012	0.0132347	0.0129156	0.000887555	0.0129081	0.00125249	0.823249	0.000877834	0.000497241
315	0.125428	0.125596	7.18026e-13	0.125598	0.874523	0.874318	2.79158e-07	0.874316	5.36697e-14	2.00688e-13	0.999999	1.98577e-13	0.0576866	0.239416	0.0574855	0.0237553	0.0530438	0.235767	0.0651705	0.0243619	0.0530438	0.235767	0.0651705	0.0243619	0.0576866	0.239416	0.0574855	0.0237553	0.0653675	0.235755	0.0528467	0.0243739	0.0653675	0.235755	0.0528467	0.0243739	0.635655	0.739908	0.635205	0.259292	0.000295839	0.00128227	0.164459	0.00127762	0.000295998	0.00127729	0.163531	0.00129092	0.000295998	0.00127729	0.163531	0.00129092	0.000295839	0.00128227	0.164459	0.00127762	0.000295995	0.00129563	0.163532	0.00127265	0.000295995	0.00129563	0.163532	0.00127265	0.00226239	0.14474	0.00219623	0.00092935	5.67627e-06	1.81033e-05	3.3654e-05	1.80433e-05	2.28305e-05	4.35109e-06	2.66909e-06	0.000314976	2.28305e-05	4.35109e-06	2.66909e-06	0.000314976	5.67627e-06	1.81033e-05	3.3654e-05	1.80433e-05	2.29066e-05	0.000315139	2.66049e-06	4.35187e-06	2.29066e-05	0.000315139	2.66049e-06	4.35187e-06	0.000102827	0.000675187	7.79672e-05	0.000674742	0.00338468	0.00317324	0.000272593	0.00317119	0.00338466	0.00317579	0.000272818	0.00316606	0.00338466	0.00317579	0.000272818	0.00316606	0.00338468	0.00317324	0.000272593	0.00317119	0.00338466	0.00316811	0.000272818	0.00317374	0.00338466	0.00316811	0.000272818	0.00317374	0.020308	0.0190343	0.00163646	0.019022	1	1	9.54864e-13	1	1.67341e-14	6.25741e-14	0.999999	6.19161e-14	0.00113247	0.00487992	0.995631	0.00486217	0.012807	0.0125054	0.000840642	0.0124982	0.00113146	0.823759	0.00079301	0.00044919
320	0.125521	0.12571	7.40436e-13	0.125712	0.874438	0.874218	2.34125e-07	0.874216	3.19468e-14	1.19459e-13	0.999999	1.18203e-13	0.0576602	0.239613	0.0574784	0.0236943	0.0530117	0.235959	0.0651727	0.0243023	0.0530117	0.235959	0.0651727	0.0243023	0.0576602	0.239613	0.0574784	0.0236943	0.0653508	0.235948	0.0528336	0.0243132	0.0653508	0.235948	0.0528336	0.0243132	0.635865	0.740273	0.635458	0.259079	0.00027166	0.00117724	0.164594	0.00117297	0.000271799	0.00117285	0.163698	0.00118475	0.000271799	0.00117285	0.163698	0.00118475	0.00027166	0.00117724	0.164594	0.00117297	0.000271796	0.00118907	0.163699	0.00116859	0.000271796	0.00118907	0.163699	0.00116859	0.00224241	0.144827	0.00218264	0.000919545	5.28387e-06	1.68764e-05	3.24625e-05	1.68203e-05	2.12601e-05	4.05514e-06	2.48122e-06	0.000306787	2.12601e-05	4.05514e-06	2.48122e-06	0.000306787	5.28387e-06	1.68764e-05	3.24625e-05	1.68203e-05	2.13309e-05	0.000306948	2.47322e-06	4.05584e-06	2.13309e-05	0.000306948	2.47322e-06	4.05584e-06	9.57497e-05	0.000655759	7.48338e-05	0.000655327	0.00325964	0.00305913	0.000258897	0.00305717	0.00325963	0.00306159	0.000259111	0.00305221	0.00325963	0.00306159	0.000259111	0.00305221	0.00325964	0.00305913	0.000258897	0.00305717	0.00325963	0.00305417	0.000259111	0.00305962	0.00325963	0.00305417	0.000259111	0.00305962	0.0195578	0.0183498	0.00155424	0.018338	1	1	9.54864e-13	1	9.96093e-15	3.72471e-14	0.999999	3.68554e-14	0.00103889	0.0044767	0.995992	0.00446041	0.0124022	0.0121172	0.000796209	0.0121104	0.00102213	0.824228	0.000716382	0.000405783
325	0.125626	0.125838	7.61421e-13	0.12584	0.87434	0.874102	1.96357e-07	0.8741	1.90162e-14	7.11076e-14	0.999999	7.03598e-14	0.0576385	0.239796	0.0574742	0.0236404	0.0529848	0.236138	0.065177	0.0242497	0.0529848	0.236138	0.065177	0.0242497	0.0576385	0.239796	0.0574742	0.0236404	0.065338	0.236128	0.0528238	0.0242595	0.065338	0.236128	0.0528238	0.0242595	0.636072	0.740622	0.635704	0.258898	0.000249449	0.00108079	0.164719	0.00107686	0.000249569	0.0010769	0.163854	0.00108729	0.000249569	0.0010769	0.163854	0.00108729	0.000249449	0.00108079	0.164719	0.00107686	0.000249567	0.00109126	0.163855	0.00107299	0.000249567	0.00109126	0.163855	0.00107299	0.00222445	0.144908	0.00217044	0.000910734	4.91729e-06	1.57272e-05	3.12947e-05	1.56749e-05	1.9792e-05	3.77809e-06	2.30601e-06	0.000298678	1.9792e-05	3.77809e-06	2.30601e-06	0.000298678	4.91729e-06	1.57272e-05	3.12947e-05	1.56749e-05	1.9858e-05	0.000298836	2.29856e-06	3.77873e-06	1.9858e-05	0.000298836	2.29856e-06	3.77873e-06	8.91347e-05	0.000636682	7.17985e-05	0.000636263	0.0031404	0.00295017	0.000245855	0.0029483	0.00314038	0.00295254	0.000246059	0.00294351	0.00314038	0.00295254	0.000246059	0.00294351	0.0031404	0.00295017	0.000245855	0.0029483	0.00314038	0.00294538	0.000246059	0.00295067	0.00314038	0.00294538	0.000246059	0.00295067	0.0188423	0.0176962	0.00147594	0.017685	1	1	9.54864e-13	1	5.92922e-15	2.21712e-14	0.999999	2.19381e-14	0.00095305	0.00410679	0.996323	0.00409185	0.0120191	0.0117499	0.000754124	0.0117435	0.00092336	0.824657	0.000647159	0.00036657
330	0.125744	0.125982	7.80952e-13	0.125985	0.874227	0.873967	1.64682e-07	0.873965	1.13194e-14	4.23266e-14	0.999999	4.18815e-14	0.057621	0.239966	0.0574725	0.023593	0.0529624	0.236304	0.065183	0.0242034	0.0529624	0.236304	0.065183	0.0242034	0.057621	0.239966	0.0574725	0.023593	0.0653285	0.236295	0.0528169	0.0242123	0.0653285	0.236295	0.0528169	0.0242123	0.636274	0.740955	0.635941	0.258745	0.000229044	0.000992199	0.164836	0.000988597	0.000229149	0.000988772	0.164	0.000997834	0.000229149	0.000988772	0.164	0.000997834	0.000229044	0.000992199	0.164836	0.000988597	0.000229147	0.00100147	0.164001	0.000985179	0.000229147	0.00100147	0.164001	0.000985179	0.00220829	0.144982	0.0021595	0.000902819	4.57501e-06	1.46517e-05	3.01518e-05	1.46028e-05	1.84204e-05	3.5189e-06	2.14267e-06	0.000290664	1.84204e-05	3.5189e-06	2.14267e-06	0.000290664	4.57501e-06	1.46517e-05	3.01518e-05	1.46028e-05	1.84819e-05	0.000290819	2.13575e-06	3.51948e-06	1.84819e-05	0.000290819	2.13575e-06	3.51948e-06	8.29546e-05	0.00061798	6.88605e-05	0.000617573	0.00302672	0.00284619	0.000233439	0.0028444	0.00302671	0.00284848	0.000233633	0.00283978	0.00302671	0.00284848	0.000233633	0.00283978	0.00302672	0.00284619	0.000233439	0.0028444	0.00302671	0.00284157	0.000233633	0.00284669	0.00302671	0.00284157	0.000233633	0.00284669	0.0181603	0.0170725	0.00140141	0.0170617	1	1	9.54864e-13	1	3.52935e-15	1.31974e-14	0.999999	1.30586e-14	0.0008743	0.00376745	0.996627	0.00375374	0.0116566	0.0114025	0.000714264	0.0113964	0.000834137	0.825052	0.000584625	0.000331146
335	0.125878	0.126144	7.99024e-13	0.126147	0.874098	0.873814	1.38116e-07	0.873811	6.73782e-15	2.51948e-14	0.999999	2.49299e-14	0.0576071	0.240124	0.0574728	0.0235513	0.0529441	0.236458	0.0651905	0.0241628	0.0529441	0.236458	0.0651905	0.0241628	0.0576071	0.240124	0.0574728	0.0235513	0.065322	0.23645	0.0528125	0.0241708	0.065322	0.23645	0.0528125	0.0241708	0.636471	0.741272	0.63617	0.258616	0.000210302	0.000910847	0.164945	0.00090754	0.000210393	0.00090782	0.164137	0.000915723	0.000210393	0.00090782	0.164137	0.000915723	0.000210302	0.000910847	0.164945	0.00090754	0.000210391	0.000919064	0.164138	0.00090452	0.000210391	0.000919064	0.164138	0.00090452	0.00219377	0.14505	0.00214969	0.000895711	4.25557e-06	1.36456e-05	2.9035e-05	1.36e-05	1.71396e-05	3.27655e-06	1.99046e-06	0.000282761	1.71396e-05	3.27655e-06	1.99046e-06	0.000282761	4.25557e-06	1.36456e-05	2.9035e-05	1.36e-05	1.71968e-05	0.000282913	1.98403e-06	3.27707e-06	1.71968e-05	0.000282913	1.98403e-06	3.27707e-06	7.71838e-05	0.000599671	6.60191e-05	0.000599277	0.00291839	0.00274701	0.000221622	0.0027453	0.00291838	0.00274922	0.000221806	0.00274084	0.00291838	0.00274922	0.000221806	0.00274084	0.00291839	0.00274701	0.000221622	0.0027453	0.00291838	0.00274254	0.000221806	0.00274751	0.00291838	0.00274254	0.000221806	0.00274751	0.0175103	0.0164775	0.00133047	0.0164673	1	1	9.54864e-13	1	2.10084e-15	7.85569e-15	0.999999	7.77307e-15	0.000802057	0.00345615	0.996905	0.00344357	0.0113138	0.0110739	0.00067651	0.0110682	0.000753535	0.825413	0.000528135	0.000299146
340	0.126028	0.126324	8.15653e-13	0.126328	0.873952	0.87364	1.15836e-07	0.873637	4.01067e-15	1.49971e-14	0.999999	1.48394e-14	0.0575962	0.24027	0.0574749	0.0235147	0.0529291	0.2366	0.0651991	0.0241272	0.0529291	0.2366	0.0651991	0.0241272	0.0575962	0.24027	0.0574749	0.0235147	0.065318	0.236593	0.0528102	0.0241344	0.065318	0.236593	0.0528102	0.0241344	0.636662	0.741574	0.636391	0.258508	0.000193086	0.00083614	0.165046	0.000833104	0.000193166	0.000833466	0.164265	0.000840357	0.000193166	0.000833466	0.164265	0.000840357	0.000193086	0.00083614	0.165046	0.000833104	0.000193164	0.000843422	0.164266	0.000830437	0.000193164	0.000843422	0.164266	0.000830437	0.00218071	0.145113	0.00214089	0.000889328	3.95756e-06	1.2705e-05	2.7945e-05	1.26625e-05	1.5944e-05	3.05007e-06	1.8487e-06	0.000274983	1.5944e-05	3.05007e-06	1.8487e-06	0.000274983	3.95756e-06	1.2705e-05	2.7945e-05	1.26625e-05	1.59973e-05	0.000275132	1.84272e-06	3.05055e-06	1.59973e-05	0.000275132	1.84272e-06	3.05055e-06	7.17976e-05	0.000581773	6.32729e-05	0.000581391	0.0028152	0.00265245	0.000210378	0.00265082	0.00281519	0.00265459	0.000210553	0.00264651	0.00281519	0.00265459	0.000210553	0.00264651	0.0028152	0.00265245	0.000210378	0.00265082	0.00281519	0.00264814	0.000210553	0.00265296	0.00281519	0.00264814	0.000210553	0.00265296	0.0168912	0.0159104	0.00126297	0.0159006	1	1	9.54864e-13	1	1.25052e-15	4.67608e-15	0.999999	4.6269e-15	0.000735784	0.00317057	0.997161	0.00315903	0.0109895	0.0107634	0.000640752	0.010758	0.000680722	0.825745	0.000477103	0.000270238
345	0.126196	0.126526	8.30876e-13	0.12653	0.873787	0.873444	9.71498e-08	0.87344	2.38734e-15	8.92701e-15	0.999999	8.83313e-15	0.0575881	0.240406	0.0574784	0.0234827	0.0529172	0.236733	0.0652086	0.024096	0.0529172	0.236733	0.0652086	0.024096	0.0575881	0.240406	0.0574784	0.0234827	0.0653161	0.236726	0.0528098	0.0241026	0.0653161	0.236726	0.0528098	0.0241026	0.636847	0.741861	0.636602	0.258419	0.000177274	0.000767539	0.165141	0.000764752	0.000177343	0.000765176	0.164385	0.000771182	0.000177343	0.000765176	0.164385	0.000771182	0.000177274	0.000767539	0.165141	0.000764752	0.000177342	0.000773995	0.164385	0.000762395	0.000177342	0.000773995	0.164385	0.000762395	0.00216897	0.14517	0.002133	0.0008836	3.67966e-06	1.18261e-05	2.68825e-05	1.17865e-05	1.48286e-05	2.83853e-06	1.7167e-06	0.000267339	1.48286e-05	2.83853e-06	1.7167e-06	0.000267339	3.67966e-06	1.18261e-05	2.68825e-05	1.17865e-05	1.48781e-05	0.000267485	1.71115e-06	2.83896e-06	1.48781e-05	0.000267485	1.71115e-06	2.83896e-06	6.67727e-05	0.0005643	6.06207e-05	0.00056393	0.00271695	0.00256235	0.000199682	0.0025608	0.00271694	0.00256441	0.000199849	0.00255663	0.00271694	0.00256441	0.000199849	0.00255663	0.00271695	0.00256235	0.000199682	0.0025608	0.00271694	0.00255818	0.000199849	0.00256286	0.00271694	0.00255818	0.000199849	0.00256286	0.0163016	0.0153699	0.00119876	0.0153606	1	1	9.54864e-13	1	7.44367e-16	2.78342e-15	0.999999	2.75415e-15	0.000674986	0.00290858	0.997395	0.002898	0.010683	0.0104699	0.000606885	0.0104648	0.000614945	0.826049	0.000431002	0.000244124
350	0.126384	0.126751	8.44745e-13	0.126755	0.873602	0.873224	8.1478e-08	0.87322	1.42106e-15	5.31378e-15	0.999999	5.2579e-15	0.0575822	0.240532	0.0574831	0.0234547	0.052908	0.236856	0.0652188	0.0240689	0.052908	0.236856	0.0652188	0.0240689	0.0575822	0.240532	0.0574831	0.0234547	0.0653159	0.23685	0.0528108	0.0240748	0.0653159	0.23685	0.0528108	0.0240748	0.637026	0.742133	0.636804	0.258347	0.000162751	0.000704547	0.165229	0.000701989	0.000162812	0.000702459	0.164497	0.000707691	0.000162812	0.000702459	0.164497	0.000707691	0.000162751	0.000704547	0.165229	0.000701989	0.00016281	0.000710273	0.164498	0.000699905	0.00016281	0.000710273	0.164498	0.000699905	0.00215843	0.145223	0.00212593	0.000878461	3.42061e-06	1.10053e-05	2.58479e-05	1.09684e-05	1.37883e-05	2.64104e-06	1.59385e-06	0.000259842	1.37883e-05	2.64104e-06	1.59385e-06	0.000259842	3.42061e-06	1.10053e-05	2.58479e-05	1.09684e-05	1.38344e-05	0.000259984	1.58869e-06	2.64143e-06	1.38344e-05	0.000259984	1.58869e-06	2.64143e-06	6.20866e-05	0.000547261	5.80609e-05	0.000546904	0.00262342	0.00247652	0.00018951	0.00247504	0.00262342	0.00247852	0.000189668	0.00247101	0.00262342	0.00247852	0.000189668	0.00247101	0.00262342	0.00247652	0.00018951	0.00247504	0.00262342	0.00247249	0.000189668	0.00247704	0.00262342	0.00247249	0.000189668	0.00247704	0.0157405	0.0148551	0.00113769	0.0148462	1	1	9.54864e-13	1	4.43083e-16	1.65682e-15	0.999999	1.6394e-15	0.000619212	0.00266825	0.997611	0.00265854	0.0103932	0.0101927	0.000574807	0.0101879	0.000555524	0.826329	0.000389356	0.000220533
355	0.126593	0.127001	8.57323e-13	0.127005	0.873395	0.872978	6.83344e-08	0.872974	8.4588e-16	3.16301e-15	0.999999	3.12975e-15	0.0575783	0.240648	0.0574887	0.0234303	0.0529009	0.23697	0.0652295	0.0240452	0.0529009	0.23697	0.0652295	0.0240452	0.0575783	0.240648	0.0574887	0.0234303	0.0653172	0.236965	0.0528131	0.0240506	0.0653172	0.236965	0.0528131	0.0240506	0.637198	0.74239	0.636997	0.258289	0.000149413	0.000646708	0.165311	0.000644359	0.000149466	0.000644862	0.164602	0.000649418	0.000149466	0.000644862	0.164602	0.000649418	0.000149413	0.000646708	0.165311	0.000644359	0.000149465	0.000651787	0.164603	0.000642518	0.000149465	0.000651787	0.164603	0.000642518	0.00214895	0.145271	0.00211959	0.00087385	3.17922e-06	1.02391e-05	2.48417e-05	1.02047e-05	1.28185e-05	2.45674e-06	1.47953e-06	0.000252499	1.28185e-05	2.45674e-06	1.47953e-06	0.000252499	3.17922e-06	1.02391e-05	2.48417e-05	1.02047e-05	1.28613e-05	0.000252638	1.47475e-06	2.4571e-06	1.28613e-05	0.000252638	1.47475e-06	2.4571e-06	5.77181e-05	0.000530667	5.55919e-05	0.000530321	0.00253444	0.00239481	0.000179838	0.00239341	0.00253443	0.00239674	0.000179988	0.0023895	0.00253443	0.00239674	0.000179988	0.0023895	0.00253444	0.00239481	0.000179838	0.00239341	0.00253443	0.00239091	0.000179988	0.00239533	0.00253443	0.00239091	0.000179988	0.00239533	0.0152066	0.0143649	0.00107963	0.0143565	1	1	9.54864e-13	1	2.63744e-16	9.8622e-16	0.999999	9.75849e-16	0.000568047	0.00244777	0.997808	0.00243887	0.0101195	0.00993099	0.000544425	0.00992645	0.000501845	0.826585	0.000351735	0.000199222
360	0.126826	0.127277	8.68683e-13	0.127282	0.873164	0.872705	5.7311e-08	0.8727	5.03508e-16	1.88277e-15	0.999999	1.86297e-15	0.0575761	0.240757	0.0574951	0.0234091	0.0528958	0.237076	0.0652405	0.0240248	0.0528958	0.237076	0.0652405	0.0240248	0.0575761	0.240757	0.0574951	0.0234091	0.0653198	0.237071	0.0528165	0.0240296	0.0653198	0.237071	0.0528165	0.0240296	0.637363	0.742634	0.637182	0.258243	0.000137164	0.000593602	0.165387	0.000591446	0.00013721	0.000591969	0.164701	0.000595936	0.00013721	0.000591969	0.164701	0.000595936	0.000137164	0.000593602	0.165387	0.000591446	0.000137209	0.00059811	0.164701	0.000589817	0.000137209	0.00059811	0.164701	0.000589817	0.00214044	0.145316	0.00211392	0.000869717	2.95436e-06	9.52416e-06	2.3864e-05	9.49216e-06	1.19147e-05	2.28482e-06	1.37321e-06	0.000245317	1.19147e-05	2.28482e-06	1.37321e-06	0.000245317	2.95436e-06	9.52416e-06	2.3864e-05	9.49216e-06	1.19546e-05	0.000245452	1.36876e-06	2.28515e-06	1.19546e-05	0.000245452	1.36876e-06	2.28515e-06	5.36472e-05	0.000514522	5.32119e-05	0.000514189	0.0024498	0.00231706	0.000170643	0.00231572	0.00244979	0.00231893	0.000170786	0.00231194	0.00244979	0.00231893	0.000170786	0.00231194	0.0024498	0.00231706	0.000170643	0.00231572	0.00244979	0.00231328	0.000170786	0.00231758	0.00244979	0.00231328	0.000170786	0.00231758	0.0146988	0.0138985	0.00102443	0.0138905	1	1	9.54864e-13	1	1.56993e-16	5.87045e-16	0.999999	5.80871e-16	0.00052111	0.00224551	0.997989	0.00223734	0.00986106	0.00968403	0.000515648	0.00967975	0.000453354	0.82682	0.000317749	0.00017997
365	0.127084	0.127582	8.789e-13	0.127588	0.872907	0.872403	4.80658e-08	0.872398	2.99712e-16	1.12072e-15	0.999999	1.10893e-15	0.0575753	0.240857	0.0575022	0.0233908	0.0528924	0.237174	0.0652517	0.024007	0.0528924	0.237174	0.0652517	0.024007	0.0575753	0.240857	0.0575022	0.0233908	0.0653234	0.237169	0.0528207	0.0240114	0.0653234	0.237169	0.0528207	0.0240114	0.637521	0.742864	0.637357	0.258208	0.000125916	0.000544843	0.165458	0.000542864	0.000125956	0.000543399	0.164793	0.000546851	0.000125956	0.000543399	0.164793	0.000546851	0.000125916	0.000544843	0.165458	0.000542864	0.000125955	0.000548846	0.164794	0.000541423	0.000125955	0.000548846	0.164794	0.000541423	0.00213279	0.145357	0.00210883	0.000866011	2.74496e-06	8.85731e-06	2.29149e-05	8.82752e-06	1.10727e-05	2.12452e-06	1.27433e-06	0.000238303	1.10727e-05	2.12452e-06	1.27433e-06	0.000238303	2.74496e-06	8.85731e-06	2.29149e-05	8.82752e-06	1.11098e-05	0.000238435	1.27021e-06	2.12481e-06	1.11098e-05	0.000238435	1.27021e-06	2.12481e-06	4.98549e-05	0.000498833	5.09189e-05	0.000498511	0.00236933	0.0022431	0.000161903	0.00224183	0.00236932	0.00224491	0.000162039	0.00223817	0.00236932	0.00224491	0.000162039	0.00223817	0.00236933	0.0022431	0.000161903	0.00224183	0.00236932	0.00223944	0.000162039	0.00224363	0.00236932	0.00223944	0.000162039	0.00224363	0.0142159	0.0134549	0.000971962	0.0134473	1	1	9.54864e-13	1	9.34495e-17	3.49437e-16	0.999999	3.45762e-16	0.00047805	0.00205997	0.998155	0.00205247	0.00961714	0.00945117	0.000488393	0.00944713	0.000409548	0.827035	0.000287047	0.000162579
370	0.127369	0.127918	8.88058e-13	0.127924	0.872623	0.87207	4.03121e-08	0.872064	1.78403e-16	6.67103e-16	0.999999	6.60088e-16	0.0575757	0.24095	0.0575096	0.0233749	0.0528903	0.237265	0.0652631	0.0239918	0.0528903	0.237265	0.0652631	0.0239918	0.0575757	0.24095	0.0575096	0.0233749	0.0653279	0.237261	0.0528255	0.0239957	0.0653279	0.237261	0.0528255	0.0239957	0.637672	0.743081	0.637524	0.258182	0.000115586	0.000500078	0.165524	0.000498261	0.000115621	0.000498799	0.164879	0.000501803	0.000115621	0.000498799	0.164879	0.000501803	0.000115586	0.000500078	0.165524	0.000498261	0.000115621	0.000503634	0.16488	0.000496986	0.000115621	0.000503634	0.16488	0.000496986	0.00212593	0.145394	0.00210428	0.000862691	2.55001e-06	8.23557e-06	2.19945e-05	8.20784e-06	1.02886e-05	1.9751e-06	1.18242e-06	0.000231462	1.02886e-05	1.9751e-06	1.18242e-06	0.000231462	2.55001e-06	8.23557e-06	2.19945e-05	8.20784e-06	1.0323e-05	0.000231589	1.17859e-06	1.97536e-06	1.0323e-05	0.000231589	1.17859e-06	1.97536e-06	4.63232e-05	0.0004836	4.8711e-05	0.00048329	0.00229285	0.00217279	0.000153598	0.00217158	0.00229284	0.00217454	0.000153727	0.00216803	0.00229284	0.00217454	0.000153727	0.00216803	0.00229285	0.00217279	0.000153598	0.00217158	0.00229284	0.00216924	0.000153727	0.00217332	0.00229284	0.00216924	0.000153727	0.00217332	0.0137571	0.0130331	0.000922102	0.0130259	1	1	9.54864e-13	1	5.56255e-17	2.08001e-16	0.999999	2.05814e-16	0.000438549	0.00188975	0.998308	0.00188288	0.00938707	0.00923175	0.000462578	0.00922795	0.000369976	0.827233	0.000259313	0.000146868
