Time,GLCe,LACe,NAg,GLCg,G6Pg,F6Pg,GAPg,PEPg,PYRg,LACg,NADHg,ATPg,PCrg,O2g,GLYg,GLUg,NADg,ADPg,CRg,NADH_g_tot,PCrg_tot,AMPg,O2c,GLCc,LACc,CO2c,GLUe,NAe,O2a,CO2a,GLCa,LACa,NAn,GLCn,G6Pn,F6Pn,GAPn,PEPn,PYRn,LACn,NADHn,ATPn,PCrn,O2n,GLUn,ADPn,CRn,NADn,NADH_n_tot,PCrn_tot,AMPn,u_n,u_g,dAMP_dATPn,dAMP_dATPg,Vv,dHb,Vn_leak_Na,gn_NA,Vn_pump,Vn_stim,V_en_GLC,Km_en_GLC,Vm_en_GLC,Vn_hk,Vmax_n_hk,Vn_pgi,Vmaxf_n_pgi,Vmaxr_n_pgi,Vn_pfk,kn_pfk,Vn_pgk,kn_pgk,Vn_pk,kn_pk,Vn_ldh,kfn_ldh,krn_ldh,Vn_mito,Vmax_n_mito,Vne_LAC,Vmax_ne_LAC,Km_ne_LAC,Vn_ATPase,Vmax_n_ATPase,Vn_ck,krn_ck,kfn_ck,Vcn_O2,nh_O2_Vcn_O2,PScapn,Vg_leak_Na,gg_NA,Vg_pump,Veg_GLC,Km_eg_GLC,Vm_eg_GLC,Vcg_GLC,Km_cg_GLC,Vm_cg_GLC,Vg_hk,Vmax_g_hk,Vg_pgi,Vmaxf_g_pgi,Vmaxr_g_pgi,Vg_pfk,kg_pfk,Vg_pgk,kg_pgk,Vg_pk,kg_pk,Vg_ldh,kfg_ldh,krg_ldh,Vg_mito,Vmax_g_mito,Vge_LAC,Vmax_ge_LAC,Km_ge_LAC,Vgc_LAC,Vmax_gc_LAC,Km_gc_LAC,Vg_ATPase,Vmax_g_ATPase,Vg_ck,krg_ck,kfg_ck,Vcg_O2,PScapg,Vc_O2,Vc_GLC,Vce_GLC,Km_ce_GLC,Vm_ce_GLC,Vc_LAC,Vec_LAC,Km_ec_LAC,Vm_ec_LAC,Vnc_CO2,Vgc_CO2,Vn_stim_GLU,Vg_gs,Vmax_g_gs,Veg_GLU,Vmax_eg_GLU,Vc_CO2,Vg_glys,Vmax_glys,Km_G6P_glys,Vg_glyp,Vmax_glyp,Km_GLY,deltaVt_GLY,Fin_t,CBF0_Fin_t,Fout_t,BOLD,v_stim,unitpulseSB,unitstepSB,Km_PYR,Km_ATP,Ki_ATP,Km_ADP,Km_O2,Km_GLC,Km_GLU,Km_G6P,Km_F6P_pgi,Km_F6P_pfk,Km_pump,nh_O2_model_parameters,Ko2,kpump,ATPtot,nH,nOP,NAero,Rng,Reg,Ren,Rcn,Rcg,Rce,Sm_n,Vm,RT,F,Vn,G6P_inh_hk,aG6P_inh_hk,rATP_mito,aATP_mito,HbOP,Sm_g,Vg,KO1,Vc,R_GLU_NA,KO2,KO3,GLY_inh,aGLY_inh,CBF0_model_parameters,Vv0,tv,qak,k1,k2,k3,dHb0,stim,to,tend,v1_n,v2_n,t_n_stim,sr,t1,delta_GLY,deltaf,tend_GLY,to_GLY,sr_GLY,unitstepSB2,Astrocytes,Capillaries,Extracellular_space,Neurons
0.0,0.3339,0.3986,13.36,0.1656,0.7326,0.1116,0.0698,0.0254,0.1711,0.4651,0.0445,2.24,4.6817,0.1589,2.5,0.0,0.1755,0.13070953832960963,0.3182999999999998,0.22,5.0,0.008290461670390048,7.4201,4.6401,0.3251,2.12,0.0,150.0,8.34,1.2,4.8,0.313,15.533,0.2633,0.7275,0.1091,0.0418,0.0037,0.0388,0.3856,0.0319,2.2592,4.2529,0.0975,3.0,0.11359198353955181,0.7470999999999997,0.1881,0.22,5.0,0.006208016460448107,1.0415416430594906,1.0747571428571423,-0.10101079850353689,-0.11585741590885212,0.0237,0.0218,0.4749059582640922,0.0039,0.1583008421981943,-0.0,0.005998659992480408,5.32,0.50417,0.006000930478587178,0.0513,0.006002847228829766,0.5,0.45,0.005998097102074761,0.55783,0.012002606302137809,0.4287,0.012020303698155373,28.6,-0.0010268642559999996,5.3,0.1046,0.01291747549204703,0.05557,-0.0010173505420547051,0.1978,0.09314,0.04886836917086984,0.04889,2.9370165193637332e-05,0.015,0.0524681,0.03905041869580462,2.7,0.2202,0.19037899769229383,0.00325,0.0634531133946177,0.0015847018157765472,3.53,0.038089,0.0029741214775426375,9.92,0.0098394,0.0045561361732631075,0.050461,0.004519357001914137,0.5,0.45,0.00450657384340637,0.403,0.009045760532112108,0.2514,0.009063660806851791,2.73,0.003039015293999997,6.2613,0.54682,0.006011291644168202,0.008454,0.0029801326465976148,0.086124,0.22163,1.4609576294060089e-05,0.00021856,0.12862,0.03564108879964302,0.035657,8.988698802493006e-05,0.02073,0.0243,0.018086771064516564,0.2457,4.014109090909092,0.6977454545454524,0.015467393874042272,8.4568,0.0489,-0.05280000000000001,0.0014407850610198038,0.764818,0.0325,0.03875242647614109,0.018033874932504607,-0.0,0.0,0.3,0.0,0.0208,4.0145454545454555,9.081719941586875e-05,0.0001528,0.5,3.515714285714286e-05,4.922e-05,1.0,1.0,0.012,0.012,0.0120054326049026,0.04179315000000001,-0.0,0.0,0.0,0.0632,0.01532,0.7595,0.00107,0.0029658,0.105,0.05,0.5,0.06,0.18,0.4243,2.7,0.089733,3.17e-07,2.379,4.0,15.0,3.0,1.8,0.8,0.444444444444444,0.01222,0.022,0.0275,40500.0,-70.0,2577340.0,96500.0,0.45,0.6,20.0,20.0,5.0,8.6,10500.0,0.25,1.0,0.0055,0.075,1.0,1.0,4.2,20.0,0.012,0.0236,35.0,0.92,2.22,0.46,0.43,0.064,1.0,200.0,300.0,0.041,2.55,2.0,4.59186,2.0,62.0,0.42,440.0,83.0,4.0,0.0,1.0,1.0,1.0,1.0
2.5,0.3338782937998604,0.3985961776639664,13.360041721352136,0.16560261264936216,0.7325798030735683,0.11161113433749943,0.06974777079013249,0.025367013124805472,0.17111727338742577,0.4651761047743174,0.04448428651223128,2.2403451855717003,4.6815378568086565,0.15894070896125403,2.5001391477901915,0.0,0.17551571348776873,0.13040429948198448,0.31846214319134347,0.22,5.0,0.008250514946315235,7.420017149404051,4.640123173112806,0.32514949508789837,2.119787274220484,0.0,150.0,8.34,1.2,4.8,0.313,15.53300995581475,0.263292899681154,0.7275017576916939,0.10910437591813739,0.041798323352463106,0.003691655062975909,0.03882916648501234,0.38559507037999424,0.03192082154798825,2.259177917419072,4.252818940964482,0.09752641060048821,3.0,0.11361183535076524,0.7471810590355181,0.18807917845201175,0.22,5.0,0.006210247230162835,1.0415795210540832,1.0741549550766818,-0.10102805926263092,-0.11559328466952068,0.023687303565218414,0.02179217117262072,0.4749058959988719,0.0039,0.15830069900573623,-0.0,0.005997449628783142,5.32,0.50417,0.006000630016117738,0.0513,0.005999007109044052,0.5,0.45,0.005998419825021386,0.55783,0.011995064273589045,0.4287,0.011995289225537845,28.6,-0.0010167113244681,5.3,0.1046,0.013009802733651736,0.05557,-0.0010174555810878,0.1978,0.09314,0.048868368959530485,0.04889,3.08173037817383e-05,0.015,0.0524681,0.039034880072850324,2.7,0.2202,0.19037887971430806,0.00325,0.06345486856365824,0.0015844806120393485,3.53,0.038089,0.0029741296398060457,9.92,0.0098394,0.0045585859295487466,0.050461,0.004505824978592143,0.5,0.45,0.004504804698588336,0.403,0.009021876756233652,0.2514,0.009030751483819238,2.73,0.0030156919072536342,6.2613,0.54682,0.006011368419337721,0.008454,0.0029834022636366702,0.086124,0.22163,1.4608886666130264e-05,0.00021856,0.12862,0.03564109125009859,0.035657,4.48396224973259e-05,0.02073,0.0243,0.018041510136973884,0.2457,4.014470620782321,0.6976443355077555,0.015467565900836788,8.4568,0.0489,-0.05301597856537469,0.0014396792570958183,0.764818,0.0325,0.039029408200955205,0.018034105258013165,-0.0,0.0,0.3,0.0,0.0208,4.013617196598477,9.081618377204567e-05,0.0001528,0.5,3.515770192505775e-05,4.922e-05,1.0,1.0,0.012,0.012,0.01200474038212757,0.04178958701170197,-0.0,0.0,0.0,0.0632,0.01532,0.7595,0.00107,0.0029658,0.105,0.05,0.5,0.06,0.18,0.4243,2.7,0.089733,3.17e-07,2.379,4.0,15.0,3.0,1.8,0.8,0.444444444444444,0.01222,0.022,0.0275,40500.0,-70.0,2577340.0,96500.0,0.45,0.6,20.0,20.0,5.0,8.6,10500.0,0.25,1.0,0.0055,0.075,1.0,1.0,4.2,20.0,0.012,0.0236,35.0,0.92,2.22,0.46,0.43,0.064,1.0,200.0,300.0,0.041,2.55,2.0,4.59186,2.0,62.0,0.42,440.0,83.0,4.0,0.0,1.0,1.0,1.0,1.0
5.0,0.3338623418396227,0.3985988220726833,13.360073345222391,0.16560151934980055,0.7325762280217725,0.11161241794002004,0.06972962309567177,0.02535222754867912,0.17112255476358731,0.4652000980663166,0.04447478231226643,2.2405249125379245,4.681457936753422,0.15895184196271003,2.5002782930116227,0.0,0.17552521768773358,0.13024533538453983,0.31854206324657763,0.22,5.0,0.008229752077535846,7.420113085836931,4.64012245458533,0.3251498248070948,2.1197991672150156,0.0,150.0,8.34,1.2,4.8,0.313,15.533019023500385,0.2632846998163239,0.7275056442201301,0.109105348614792,0.04180298981936002,0.0036915938950258793,0.03883208796074081,0.3855985030767147,0.031923681855766696,2.2591780378947783,4.252745647012066,0.09753668991085578,3.0,0.11361172704647979,0.7472543529879339,0.1880763181442333,0.22,5.0,0.006210235058742075,1.0415793144014942,1.0738414888264773,-0.10102796509446876,-0.11545572048880004,0.02367622419061096,0.021780701175761575,0.47490583928818453,0.0039,0.15830079275150774,-0.0,0.005996816680939068,5.32,0.50417,0.0060001444221705075,0.0513,0.005998733561469793,0.5,0.45,0.005998452177242678,0.55783,0.011995134714738521,0.4287,0.011995079037888557,28.6,-0.0010155805532410375,5.3,0.1046,0.013009980429410518,0.05557,-0.0010173811241563587,0.1978,0.09314,0.04886836896068351,0.04889,2.787112085698637e-05,0.015,0.0524681,0.03903287815256787,2.7,0.2202,0.19037879028982668,0.00325,0.06345582929356831,0.0015843477128357974,3.53,0.038089,0.0029741303580820343,9.92,0.0098394,0.004559244453804695,0.050461,0.004504059892612655,0.5,0.45,0.004503771515000624,0.403,0.009010947487176589,0.2514,0.00901448560691647,2.73,0.0030022592009117804,6.2613,0.54682,0.006011365927857773,0.008454,0.0029842419155055107,0.086124,0.22163,1.4610754483452007e-05,0.00021856,0.12862,0.03564109252567279,0.035657,2.1604224551632217e-05,0.02073,0.0243,0.018036650378853922,0.2457,4.0140519890752095,0.6976474709003769,0.015467649534561874,8.4568,0.0489,-0.05301741734005009,0.0014397209209587852,0.764818,0.0325,0.039029941288231555,0.018034097783573316,-0.0,0.0,0.3,0.0,0.0208,4.013669093301887,9.081600398977461e-05,0.0001528,0.5,3.5158260938203476e-05,4.922e-05,1.0,1.0,0.012,0.012,0.012004136911688095,0.04179106159269738,-0.0,0.0,0.0,0.0632,0.01532,0.7595,0.00107,0.0029658,0.105,0.05,0.5,0.06,0.18,0.4243,2.7,0.089733,3.17e-07,2.379,4.0,15.0,3.0,1.8,0.8,0.444444444444444,0.01222,0.022,0.0275,40500.0,-70.0,2577340.0,96500.0,0.45,0.6,20.0,20.0,5.0,8.6,10500.0,0.25,1.0,0.0055,0.075,1.0,1.0,4.2,20.0,0.012,0.0236,35.0,0.92,2.22,0.46,0.43,0.064,1.0,200.0,300.0,0.041,2.55,2.0,4.59186,2.0,62.0,0.42,440.0,83.0,4.0,0.0,1.0,1.0,1.0,1.0
7.5,0.333849608216211,0.39860256226284485,13.36009923793856,0.1655992087304535,0.7325761261686057,0.11161310153886056,0.06972670613318031,0.025347119878335562,0.17112279021724386,0.465199828086517,0.04446991009557939,2.2406220985875462,4.6814207642607615,0.1589561967753643,2.500417436649281,0.0,0.1755300899044206,0.1301593664051325,0.3185792357392385,0.22,5.0,0.008218535007321393,7.420155631692638,4.640121868847725,0.325150312578237,2.119804352459522,0.0,150.0,8.34,1.2,4.8,0.313,15.533027287339234,0.2632764153124567,0.7275087190960998,0.10910596052541184,0.041806884877072965,0.0036917153897698465,0.038833583164717,0.3856035559961489,0.03192529855448685,2.2591780960937022,4.252679342550737,0.0975419362830522,3.0,0.11361167472727338,0.7473206574492632,0.18807470144551314,0.22,5.0,0.0062102291790244735,1.0415792145725933,1.073672005180544,-0.10102791960408375,-0.11538132235902165,0.023666554681028355,0.02177045480554347,0.47490578760490615,0.0039,0.1583008776151057,-0.0,0.0059964610524688945,5.32,0.50417,0.005999748487736757,0.0513,0.005998665992818286,0.5,0.45,0.005998472667240088,0.55783,0.011995536250718978,0.4287,0.01199546828617855,28.6,-0.0010150290226011403,5.3,0.1046,0.013010084751189489,0.05557,-0.0010172599181322859,0.1978,0.09314,0.0488683689612405,0.04889,2.5216650403107888e-05,0.015,0.0524681,0.03903165392369694,2.7,0.2202,0.19037871707178888,0.00325,0.06345639051825602,0.0015842557811460965,3.53,0.038089,0.0029741323056007634,9.92,0.0098394,0.0045594262082086405,0.050461,0.00450341642311225,0.5,0.45,0.004503212698603484,0.403,0.009005859614613055,0.2514,0.009006720623516332,2.73,0.0029958909412155163,6.2613,0.54682,0.006011338507284872,0.008454,0.0029840454076718254,0.086124,0.22163,1.4610666368311782e-05,0.00021856,0.12862,0.03564109321534506,0.035657,9.338523148121405e-06,0.02073,0.0243,0.018035067804932275,0.2457,4.013866334432125,0.6976500268462901,0.015467716265902954,8.4568,0.0489,-0.053019545795943326,0.0014397794007439382,0.764818,0.0325,0.039030254253568465,0.018034015521854616,-0.0,0.0,0.3,0.0,0.0208,4.013691719823369,9.081599886776539e-05,0.0001528,0.5,3.5158819900544475e-05,4.922e-05,1.0,1.0,0.012,0.012,0.012003610681843082,0.04179258170453691,-0.0,0.0,0.0,0.0632,0.01532,0.7595,0.00107,0.0029658,0.105,0.05,0.5,0.06,0.18,0.4243,2.7,0.089733,3.17e-07,2.379,4.0,15.0,3.0,1.8,0.8,0.444444444444444,0.01222,0.022,0.0275,40500.0,-70.0,2577340.0,96500.0,0.45,0.6,20.0,20.0,5.0,8.6,10500.0,0.25,1.0,0.0055,0.075,1.0,1.0,4.2,20.0,0.012,0.0236,35.0,0.92,2.22,0.46,0.43,0.064,1.0,200.0,300.0,0.041,2.55,2.0,4.59186,2.0,62.0,0.42,440.0,83.0,4.0,0.0,1.0,1.0,1.0,1.0
10.0,0.33383882574316115,0.3986058079582922,13.360121602110974,0.16559653142848993,0.7325773895111143,0.11161364963165334,0.06973046766541525,0.02534673547139634,0.17112068162313718,0.46518951888207033,0.04446741709453349,2.2406774311017186,4.681406492294747,0.15895807796053865,2.5005565789707673,0.0,0.17553258290546653,0.1301104170576332,0.31859350770525285,0.22,5.0,0.008212151840648385,7.420174371234685,4.640121367480328,0.32515073549053597,2.1198083208336556,0.0,150.0,8.34,1.2,4.8,0.313,15.533034820653985,0.2632683215227571,0.7275110477565929,0.10910639613533706,0.04180994879882254,0.0036918404672061393,0.03883460126681906,0.3856093237962401,0.03192644173402521,2.2591781289863806,4.252619348251718,0.09754428573720134,3.0,0.11361164515767333,0.7473806517482817,0.1880735582659748,0.22,5.0,0.0062102258559462165,1.041579158151622,1.0735755168683037,-0.10102789389397437,-0.1153389605171471,0.023658114734776803,0.021761829634231372,0.4749057404904582,0.0039,0.1583009547533818,-0.0,0.005996252728413026,5.32,0.50417,0.005999436800288937,0.0513,0.005998641071679245,0.5,0.45,0.005998487320571421,0.55783,0.011995909784122167,0.4287,0.011995871577374338,28.6,-0.0010146888203444874,5.3,0.1046,0.013010177186051885,0.05557,-0.0010170435803377826,0.1978,0.09314,0.04886836896155529,0.04889,2.2818991448261133e-05,0.015,0.0524681,0.03903109580647785,2.7,0.2202,0.1903786538316925,0.00325,0.06345674623942126,0.0015841850308755054,3.53,0.038089,0.0029741346438238577,9.92,0.0098394,0.004559402588076862,0.050461,0.004503121836600454,0.5,0.45,0.00450289853655432,0.403,0.009003591025006514,0.2514,0.009003196902425771,2.73,0.00299298808471863,6.2613,0.54682,0.006011301203374228,0.008454,0.0029834672178731527,0.086124,0.22163,1.460978676215775e-05,0.00021856,0.12862,0.035641093607980665,0.035657,2.6966480557531064e-06,0.02073,0.0243,0.01803440707090088,0.2457,4.013784561885011,0.6976522146312968,0.015467772759300405,8.4568,0.0489,-0.05302139123142969,0.0014398301562438722,0.764818,0.0325,0.039030531558155654,0.018033903610122685,-0.0,0.0,0.3,0.0,0.0208,4.013709036365043,9.081606239888656e-05,0.0001528,0.5,3.515937881316243e-05,4.922e-05,1.0,1.0,0.012,0.012,0.01200315170814463,0.0417935939779222,-0.0,0.0,0.0,0.0632,0.01532,0.7595,0.00107,0.0029658,0.105,0.05,0.5,0.06,0.18,0.4243,2.7,0.089733,3.17e-07,2.379,4.0,15.0,3.0,1.8,0.8,0.444444444444444,0.01222,0.022,0.0275,40500.0,-70.0,2577340.0,96500.0,0.45,0.6,20.0,20.0,5.0,8.6,10500.0,0.25,1.0,0.0055,0.075,1.0,1.0,4.2,20.0,0.012,0.0236,35.0,0.92,2.22,0.46,0.43,0.064,1.0,200.0,300.0,0.041,2.55,2.0,4.59186,2.0,62.0,0.42,440.0,83.0,4.0,0.0,1.0,1.0,1.0,1.0
12.5,0.33382929948635637,0.3986083519209425,13.360141592623103,0.16559387396654843,0.7325790984360641,0.11161418878915284,0.06973681411043829,0.025348474244668122,0.1711176596650698,0.4651758964724282,0.04446613390973787,2.2407114822782024,4.6814048095316805,0.15895897297879838,2.500695720087061,0.0,0.17553386609026211,0.13008029286458817,0.3185951904683195,0.22,5.0,0.008208224857209512,7.420182008236076,4.640120922888143,0.32515106392471166,2.119812664027563,0.0,150.0,8.34,1.2,4.8,0.313,15.533041689240768,0.26326050550473845,0.7275127589744891,0.10910672953003024,0.04181229435654614,0.003691922414869232,0.03883545900568632,0.38561520800524496,0.03192738142055557,2.2591781500831596,4.252565055999576,0.0975450828673127,3.0,0.11361162619225765,0.7474349440004238,0.18807261857944443,0.22,5.0,0.006210223724582686,1.0415791219642163,1.0735161411190695,-0.10102787740396768,-0.1153128901076046,0.0236507472981137,0.021754615275245165,0.47490569753333584,0.0039,0.158301024986564,-0.0,0.005996125909350432,5.32,0.50417,0.005999195617346872,0.0513,0.005998610214379307,0.5,0.45,0.005998498567423342,0.55783,0.011996167736681065,0.4287,0.011996135846807695,28.6,-0.0010144281229753794,5.3,0.1046,0.01301027615919652,0.05557,-0.0010167644314425467,0.1978,0.09314,0.0488683689617572,0.04889,2.065104983458091e-05,0.015,0.0524681,0.039030946823928395,2.7,0.2202,0.19037859730378326,0.00325,0.0634569947228381,0.0015841253984363107,3.53,0.038089,0.0029741369891505927,9.92,0.0098394,0.004559297919895822,0.050461,0.004502908767155422,0.5,0.45,0.004502710245070255,0.403,0.009002651301331622,0.2514,0.009001729882828135,2.73,0.002991753013762359,6.2613,0.54682,0.006011261715955462,0.008454,0.002982789765679362,0.086124,0.22163,1.4608655875940943e-05,0.00021856,0.12862,0.035641093849595774,0.035657,-1.0385977103847394e-06,0.02073,0.0243,0.018034011642894057,0.2457,4.01375123678803,0.6976541546699196,0.015467822667084049,8.4568,0.0489,-0.053022824398741786,0.00143987000162836,0.764818,0.0325,0.03903082847758956,0.018033785147866386,-0.0,0.0,0.3,0.0,0.0208,4.013727988483913,9.081614833730429e-05,0.0001528,0.5,3.5159937676509646e-05,4.922e-05,1.0,1.0,0.012,0.012,0.012002751318806085,0.04179416654956016,-0.0,0.0,0.0,0.0632,0.01532,0.7595,0.00107,0.0029658,0.105,0.05,0.5,0.06,0.18,0.4243,2.7,0.089733,3.17e-07,2.379,4.0,15.0,3.0,1.8,0.8,0.444444444444444,0.01222,0.022,0.0275,40500.0,-70.0,2577340.0,96500.0,0.45,0.6,20.0,20.0,5.0,8.6,10500.0,0.25,1.0,0.0055,0.075,1.0,1.0,4.2,20.0,0.012,0.0236,35.0,0.92,2.22,0.46,0.43,0.064,1.0,200.0,300.0,0.041,2.55,2.0,4.59186,2.0,62.0,0.42,440.0,83.0,4.0,0.0,1.0,1.0,1.0,1.0
15.0,0.33382063111701993,0.39861034834263553,13.360159830849197,0.1655913933143044,0.7325809252682659,0.11161467876785976,0.0697438482994154,0.02535101836743874,0.17111443364195209,0.46516202343080754,0.044465452009390755,2.240734628957188,4.681410277091308,0.1589593789339871,2.5008348600328634,0.0,0.17553454799060925,0.1300598150909485,0.31858972290869225,0.22,5.0,0.008205555951863452,7.420184016720538,4.640120518418327,0.3251513184262883,2.119816893083356,0.0,150.0,8.34,1.2,4.8,0.313,15.533047952470337,0.26325297192785596,0.7275140023391551,0.10910697377093401,0.041814112788033694,0.003691985391019732,0.038836128679453574,0.3856208940648306,0.03192811407047333,2.2591781611201585,4.252515919331042,0.09754508114590388,3.0,0.11361161627030338,0.7474840806689578,0.18807188592952667,0.22,5.0,0.006210222609538185,1.0415791030323993,1.0734757808006683,-0.10102786877704917,-0.11529516789049699,0.02364431547079784,0.021748514273700323,0.4749056583622203,0.0039,0.15830108893894873,-0.0,0.0059960467713116705,5.32,0.50417,0.005999008317922124,0.0513,0.005998585907884768,0.5,0.45,0.005998506841315162,0.55783,0.011996366387395794,0.4287,0.011996339427074853,28.6,-0.0010142463079172402,5.3,0.1046,0.013010372132509518,0.05557,-0.001016459503858372,0.1978,0.09314,0.04886836896186283,0.04889,1.8690681964150108e-05,0.015,0.0524681,0.03903101106910315,2.7,0.2202,0.19037854573095173,0.00325,0.06345718571394435,0.0015840717512435986,3.53,0.038089,0.002974139183290005,9.92,0.0098394,0.00455916291107383,0.050461,0.004502760187236998,0.5,0.45,0.00450258533252883,0.403,0.009002315024182868,0.2514,0.009001216118175158,2.73,0.0029912824124697993,6.2613,0.54682,0.00601122362542418,0.008454,0.0029821293177581727,0.086124,0.22163,1.4607515050406646e-05,0.00021856,0.12862,0.03564109401383223,0.035657,-3.249732368463057e-06,0.02073,0.0243,0.018033740011353914,0.2457,4.013742472492199,0.6976559196291161,0.015467868080719987,8.4568,0.0489,-0.05302393495107625,0.0014399013387458304,0.764818,0.0325,0.039031116397528556,0.01803367087627254,-0.0,0.0,0.3,0.0,0.0208,4.013746442545553,9.081624020477837e-05,0.0001528,0.5,3.516049649073194e-05,4.922e-05,1.0,1.0,0.012,0.012,0.01200240197411476,0.041794471538025735,-0.0,0.0,0.0,0.0632,0.01532,0.7595,0.00107,0.0029658,0.105,0.05,0.5,0.06,0.18,0.4243,2.7,0.089733,3.17e-07,2.379,4.0,15.0,3.0,1.8,0.8,0.444444444444444,0.01222,0.022,0.0275,40500.0,-70.0,2577340.0,96500.0,0.45,0.6,20.0,20.0,5.0,8.6,10500.0,0.25,1.0,0.0055,0.075,1.0,1.0,4.2,20.0,0.012,0.0236,35.0,0.92,2.22,0.46,0.43,0.064,1.0,200.0,300.0,0.041,2.55,2.0,4.59186,2.0,62.0,0.42,440.0,83.0,4.0,0.0,1.0,1.0,1.0,1.0
17.5,0.33381258831038396,0.39861200576127903,13.36017664837093,0.16558913685308516,0.7325827276941315,0.11161511161849219,0.06975080821655869,0.025353775562408948,0.17111130948236075,0.4651490582783818,0.04446508504476962,2.2407517749342873,4.681420114304388,0.15895948580688923,2.5009739988098536,0.0,0.17553491495523038,0.1300446458496108,0.3185798856956117,0.22,5.0,0.008203579216101708,7.420182943224391,4.640120144060189,0.32515152770613204,2.119820866387156,0.0,150.0,8.34,1.2,4.8,0.313,15.533053664234936,0.26324569430998984,0.7275148867431825,0.10910714580681674,0.041815529925037745,0.003692038128875987,0.03883663077244223,0.385626197771835,0.03192866890131824,2.259178164283097,4.252471445350501,0.09754467929799727,3.0,0.11361161342690976,0.7475285546494987,0.18807133109868177,0.22,5.0,0.00621022228999335,1.0415790976069956,1.0734458843022638,-0.10102786630478167,-0.11528203981072904,0.023638700090291703,0.02174329151218645,0.4749056226400579,0.0039,0.15830114718398092,-0.0,0.0059959980993455385,5.32,0.50417,0.005998862612569388,0.0513,0.005998570216749433,0.5,0.45,0.005998512705297775,0.55783,0.011996528798906352,0.4287,0.01199651048754072,28.6,-0.0010141290973929322,5.3,0.1046,0.013010462417823814,0.05557,-0.0010161594900998903,0.1978,0.09314,0.0488683689618931,0.04889,1.69177836397659e-05,0.015,0.0524681,0.03903117381907272,2.7,0.2202,0.19037849817555497,0.00325,0.06345734289998202,0.0015840215305686384,3.53,0.038089,0.0029741411761669526,9.92,0.0098394,0.004559020169697376,0.050461,0.004502659965198663,0.5,0.45,0.004502494546613916,0.403,0.00900225643155806,0.2514,0.009001145145621689,2.73,0.002991170584191502,6.2613,0.54682,0.006011188313012565,0.008454,0.0029815224091880475,0.086124,0.22163,1.4606452736848432e-05,0.00021856,0.12862,0.035641094135488736,0.035657,-4.600564615174496e-06,0.02073,0.0243,0.018033566915209496,0.2457,4.013747156839022,0.6976575531919013,0.015467910219335586,8.4568,0.0489,-0.053024848172212535,0.001439927396530574,0.764818,0.0325,0.03903138725347144,0.018033564939037697,-0.0,0.0,0.3,0.0,0.0208,4.0137637805985,9.081633084464327e-05,0.0001528,0.5,3.516105525584246e-05,4.922e-05,1.0,1.0,0.012,0.012,0.012002097125784554,0.04179463524344136,-0.0,0.0,0.0,0.0632,0.01532,0.7595,0.00107,0.0029658,0.105,0.05,0.5,0.06,0.18,0.4243,2.7,0.089733,3.17e-07,2.379,4.0,15.0,3.0,1.8,0.8,0.444444444444444,0.01222,0.022,0.0275,40500.0,-70.0,2577340.0,96500.0,0.45,0.6,20.0,20.0,5.0,8.6,10500.0,0.25,1.0,0.0055,0.075,1.0,1.0,4.2,20.0,0.012,0.0236,35.0,0.92,2.22,0.46,0.43,0.064,1.0,200.0,300.0,0.041,2.55,2.0,4.59186,2.0,62.0,0.42,440.0,83.0,4.0,0.0,1.0,1.0,1.0,1.0
